loss,val_loss
2.164428949356079,0.5236992239952087
0.40538638830184937,0.30279847979545593
0.2643018066883087,0.21418721973896027
0.2032940536737442,0.18554764986038208
0.17020787298679352,0.1430041790008545
0.15955710411071777,0.12572254240512848
0.139924556016922,0.1226414293050766
0.13302887976169586,0.11439257860183716
0.12079402804374695,0.10580546408891678
0.11167330294847488,0.12028985470533371
0.10717729479074478,0.1095050573348999
0.10150742530822754,0.11548146605491638
0.09775765985250473,0.1061682254076004
0.0971822738647461,0.1257292926311493
0.09318175166845322,0.07224952429533005
0.08650881052017212,0.07579545676708221
0.08783741295337677,0.09790380299091339
0.08590016514062881,0.07827922701835632
0.07795926928520203,0.06760624051094055
0.08540625870227814,0.07844388484954834
0.08126119524240494,0.07207566499710083
0.07638109475374222,0.09304658323526382
0.08041223883628845,0.09292031824588776
0.07677623629570007,0.06963510066270828
0.07624591886997223,0.12880168855190277
0.07345661520957947,0.08885061740875244
0.07297798246145248,0.08645647019147873
0.0767393708229065,0.0649942085146904
0.07075205445289612,0.07233540713787079
0.07525166124105453,0.08795806020498276
0.07103335112333298,0.054678935557603836
0.0731840431690216,0.08287586271762848
0.07660838961601257,0.06172847002744675
0.0723455473780632,0.10374793410301208
0.07133027911186218,0.0715339407324791
0.06858208030462265,0.07162060588598251
0.07125937938690186,0.05782720446586609
0.06761892884969711,0.09903267025947571
0.06647294759750366,0.08783943206071854
0.0688168853521347,0.060261376202106476
0.0681280717253685,0.05862754210829735
0.06705135852098465,0.061360470950603485
0.0649249255657196,0.07593293488025665
0.06840991973876953,0.0826166644692421
0.06514526903629303,0.07746444642543793
0.06918211281299591,0.07845989614725113
0.06450856477022171,0.04622654244303703
0.0660257488489151,0.06653904169797897
0.06669210642576218,0.062198735773563385
0.06212332472205162,0.05620643496513367
0.06469134986400604,0.05868231877684593
0.06393127888441086,0.06782247871160507
0.065311498939991,0.06709360331296921
0.0612550713121891,0.06456328928470612
0.0665886327624321,0.07283420115709305
0.06355741620063782,0.04155793786048889
0.06232612207531929,0.057702865451574326
0.06291495263576508,0.06286203116178513
0.060547586530447006,0.0722394660115242
0.05964348465204239,0.05163021758198738
0.06311537325382233,0.05889858305454254
0.060817793011665344,0.07970882207155228
0.061125271022319794,0.06434539705514908
0.0609050914645195,0.05881413444876671
0.06120581179857254,0.06276260316371918
0.061864424496889114,0.04685438424348831
0.05953133478760719,0.055947110056877136
0.06006878986954689,0.0738825723528862
0.05901940166950226,0.07763050496578217
0.06228156015276909,0.04871399700641632
0.05868963897228241,0.049271468073129654
0.05563867464661598,0.04995210841298103
0.06108902767300606,0.06562203913927078
0.05737786740064621,0.06347299367189407
0.0588524304330349,0.03779960796236992
0.05800780653953552,0.06055070087313652
0.05848667770624161,0.03875887766480446
0.058070022612810135,0.06446614861488342
0.056579917669296265,0.050593454390764236
0.05613293498754501,0.0720909982919693
0.054888930171728134,0.055898267775774
0.05578140169382095,0.04829789698123932
0.05438065528869629,0.04283867031335831
0.05746793374419212,0.06542171537876129
0.05924096331000328,0.08176977932453156
0.0543053075671196,0.04442042484879494
0.05551806464791298,0.062122244387865067
0.05695962905883789,0.061770111322402954
0.05680824816226959,0.049297407269477844
0.05423470959067345,0.06391766667366028
0.0554133802652359,0.03917910158634186
0.053919706493616104,0.05585675314068794
0.05380857363343239,0.12826091051101685
0.06154743209481239,0.05022634193301201
0.05649079754948616,0.0800158753991127
0.05418947711586952,0.04947614669799805
0.054904717952013016,0.0481533408164978
0.05843662843108177,0.051130011677742004
0.05414753407239914,0.059778839349746704
0.05586320906877518,0.04357615485787392
