,BlackRock Multi-Asset Income Portfolio,iShares iBoxx $ High Yield Corporate Bond ETF,BlackRock Equity Dividend Fund,iShares 20+ Year Treasury Bond ETF,Vanguard Equity-Income Fund Investor Shares,Cash
2018-12-19,8.174090385437012,65.77247619628906,11.960478782653809,111.1230697631836,24.80219078063965,22.28768033955032
2018-12-20,8.125913619995117,65.1983642578125,11.82587718963623,110.7196273803711,24.527742385864258,22.28902278709986
2018-12-21,8.077737808227539,64.87493896484375,11.627175331115723,110.70126342773438,24.20624542236328,22.29048736354583
2018-12-24,8.021533012390137,64.3897476196289,11.364380836486816,111.25147247314453,23.53188705444336,22.294881670319043
2018-12-26,8.109854698181152,65.4732894897461,11.7874174118042,110.05938720703125,24.441484451293945,22.29781168942718
2018-12-27,8.117883682250977,65.43289184570312,11.845108032226562,110.07767486572266,24.668882369995117,22.299276843378024
2018-12-28,8.117883682250977,65.5299072265625,11.845108032226562,111.00390625,24.661041259765625,22.300742093601816
2018-12-31,8.180814743041992,65.57843017578125,11.947660446166992,111.42570495605469,24.857080459594727,22.305138421974156
2019-01-02,8.180814743041992,65.4894790649414,11.966889381408691,112.0125961303711,24.864925384521484,22.308069789036445
2019-01-03,8.164682388305664,65.5218276977539,11.813058853149414,113.28722381591797,24.410123825073242,22.309535617030797
2019-01-04,8.245356559753418,66.62153625488281,12.14635944366455,111.97591400146484,25.1158390045166,22.31100154134238
2019-01-07,8.277629852294922,67.2684326171875,12.17199993133545,111.64579010009766,25.17072868347168,22.31539989224388
2019-01-08,8.31796646118164,67.70509338378906,12.242506980895996,111.35234069824219,25.405969619750977,22.31686620188772
2019-01-09,8.350237846374512,67.78595733642578,12.306602478027344,111.17809295654297,25.445178985595703,22.31833260788045
2019-01-10,8.358309745788574,68.05280303955078,12.338652610778809,110.46282958984375,25.57064437866211,22.3197991102284
2019-01-11,8.358309745788574,67.83446502685547,12.351469039916992,110.89385986328125,25.59416389465332,22.321265708937897
2019-01-14,8.34217357635498,67.61613464355469,12.31942367553711,110.481201171875,25.476547241210938,22.325666083299023
2019-01-15,8.366377830505371,67.84254455566406,12.389927864074707,110.07767486572266,25.617687225341797,22.327133067518048
2019-01-16,8.382509231567383,67.94767761230469,12.454025268554688,110.187744140625,25.62552833557129,22.328600148130285
2019-01-17,8.398648262023926,68.13365936279297,12.518122673034668,110.21526336669922,25.8450870513916,22.33006732514207
2019-01-18,8.4228515625,68.32770538330078,12.652725219726562,109.6375732421875,26.150901794433594,22.331534598559735
2019-01-22,8.390578269958496,67.8748779296875,12.518122673034668,110.38033294677734,25.86077117919922,22.337404656415924
2019-01-23,8.390578269958496,68.0123519897461,12.543763160705566,110.33447265625,25.954866409301758,22.33887241195803
2019-01-24,8.398648262023926,68.08512878417969,12.5309419631958,111.05889892578125,25.962711334228516,22.34034026394403
2019-01-25,8.4228515625,68.25495147705078,12.63349723815918,110.52703857421875,26.041122436523438,22.34180821238026
2019-01-28,8.414782524108887,68.14978790283203,12.550171852111816,110.4169692993164,25.884294509887695,22.346212636453732
2019-01-29,8.430916786193848,68.10942840576172,12.569398880004883,110.97635650634766,25.962711334228516,22.34768097075428
2019-01-30,8.463189125061035,68.65115356445312,12.716826438903809,110.89385986328125,26.166580200195312,22.34914940153675
2019-01-31,8.531244277954102,68.82093048095703,12.780921936035156,111.84754180908203,26.378297805786133,22.350617928807484
2019-02-01,8.52314567565918,68.78764343261719,12.800149917602539,111.17200469970703,26.48807716369629,22.352086552572825
2019-02-04,8.531244277954102,68.95011901855469,12.86424732208252,110.67570495605469,26.57433319091797,22.356493002899885
2019-02-05,8.55555248260498,69.1938247680664,12.896295547485352,111.18119049072266,26.637065887451172,22.357962012707056
2019-02-06,8.54744815826416,69.12882995605469,12.896295547485352,111.23633575439453,26.61353874206543,22.359431119040536
2019-02-07,8.52314567565918,68.89328002929688,12.755279541015625,111.97159576416016,26.441028594970703,22.360900321906676
2019-02-08,8.52314567565918,68.87701416015625,12.748871803283691,112.44953918457031,26.48023796081543,22.362369621311807
2019-02-11,8.52314567565918,68.90950775146484,12.748871803283691,112.00838470458984,26.47239112854004,22.366778098824632
2019-02-12,8.54744815826416,69.24253845214844,12.896295547485352,111.72344207763672,26.80173683166504,22.368247784449192
2019-02-13,8.55555248260498,69.14507293701172,12.928343772888184,111.30067443847656,26.85662269592285,22.36971756664447
2019-02-14,8.563654899597168,69.15322875976562,12.915525436401367,111.93484497070312,26.778209686279297,22.371187445416812
2019-02-15,8.579854965209961,69.3725357055664,13.075767517089844,112.10945129394531,27.154592514038086,22.37265742077257
2019-02-19,8.596062660217285,69.39691925048828,13.107815742492676,112.3943862915039,27.193798065185547,22.378538288156623
2019-02-20,8.596062660217285,69.45374298095703,13.139863967895508,112.07270812988281,27.334941864013672,22.38000874652463
2019-02-21,8.587957382202148,69.38880157470703,13.10140323638916,111.07091522216797,27.27220916748047,22.381479301514133
2019-02-22,8.604161262512207,69.52687072753906,13.15268611907959,111.7326431274414,27.389829635620117,22.38294995313148
2019-02-25,8.604161262512207,69.5837631225586,13.17832088470459,111.40177917480469,27.42903709411621,22.38736248781407
2019-02-26,8.612263679504395,69.67308807373047,13.171910285949707,111.9532241821289,27.389829635620117,22.388833526006284
2019-02-27,8.604161262512207,69.69747924804688,13.14627456665039,110.68490600585938,27.39767074584961,22.39030466085809
2019-02-28,8.632640838623047,69.65685272216797,13.10140323638916,110.30806732177734,27.381990432739258,22.391775892375847
2019-03-01,8.632640838623047,69.85429382324219,13.184731483459473,109.28851318359375,27.507455825805664,22.393247220565897
2019-03-04,8.624502182006836,69.74823760986328,13.11422348022461,110.14502716064453,27.45256233215332,22.39766178523336
2019-03-05,8.624502182006836,69.71560668945312,13.10140323638916,110.37531280517578,27.42903709411621,22.39913350017612
2019-03-06,8.616364479064941,69.60137176513672,13.018078804016113,110.78054809570312,27.29574203491211,22.400605311822947
2019-03-07,8.616364479064941,69.5523910522461,12.941160202026367,111.49896240234375,27.13890838623047,22.40207722018019
2019-03-08,8.600095748901367,69.43815612792969,12.915525436401367,111.96866607666016,27.07618522644043,22.403549225254203
2019-03-11,8.624502182006836,69.66664123535156,13.050126075744629,111.63711547851562,27.374147415161133,22.407965820840424
2019-03-12,8.640772819519043,69.78901672363281,13.075767517089844,112.41999816894531,27.405519485473633,22.40943821284508
2019-03-13,8.657045364379883,69.97671508789062,13.17832088470459,112.20811462402344,27.562341690063477,22.410910701598283
2019-03-14,8.665184020996094,69.9277572631836,13.184731483459473,111.39764404296875,27.538814544677734,22.412383287106397
2019-03-15,8.681458473205566,69.99301147460938,13.261648178100586,112.13446044921875,27.695650100708008,22.41385596937577
2019-03-18,8.697728157043457,69.96855926513672,13.34497356414795,112.06998443603516,27.774057388305664,22.41827459681508
2019-03-19,8.697728157043457,70.00936126708984,13.3257474899292,111.82131958007812,27.695650100708008,22.4197476661931
2019-03-20,8.697728157043457,70.31124877929688,13.216779708862305,112.99102020263672,27.548818588256836,22.42122083236418
2019-03-21,8.714001655578613,70.29492950439453,13.312925338745117,113.23970031738281,27.730375289916992,22.4227002339304
2019-03-22,8.681458473205566,70.04196166992188,13.082175254821777,114.99883270263672,27.3120174407959,22.424179733110787
2019-03-25,8.673317909240723,70.01749420166016,13.062949180603027,115.18304443359375,27.264652252197266,22.42861881640143
2019-03-26,8.689590454101562,70.18887329101562,13.15268611907959,115.10014343261719,27.533039093017578,22.430092565481765
2019-03-27,8.689590454101562,70.2378158569336,13.09499740600586,116.15931701660156,27.430423736572266,22.431566411399825
2019-03-28,8.697728157043457,70.37652587890625,13.120633125305176,116.56455993652344,27.46199607849121,22.433046495590148
2019-03-29,8.752481460571289,70.55606079101562,13.165502548217773,116.45405578613281,27.604080200195312,22.434526677439685
2019-04-01,8.768829345703125,70.53883361816406,13.312925338745117,114.79994201660156,27.88825035095215,22.43900466732364
2019-04-02,8.768829345703125,70.57161712646484,13.280876159667969,115.01224517822266,27.84089469909668,22.44048524230648
2019-04-03,8.777003288269043,70.59618377685547,13.306513786315918,114.01533508300781,27.87246322631836,22.441965914980923
2019-04-04,8.785175323486328,70.70272064208984,13.351381301879883,114.33842468261719,27.94350814819336,22.44344668535341
2019-04-05,8.79334545135498,70.83385467529297,13.409071922302246,114.4861068725586,28.022441864013672,22.444927553430396
2019-04-08,8.79334545135498,70.79289245605469,13.428298950195312,114.0799789428711,28.061908721923828,22.44937074395276
2019-04-09,8.785175323486328,70.74371337890625,13.3385648727417,114.43997192382812,27.880355834960938,22.450852002912185
2019-04-10,8.79334545135498,71.05513000488281,13.375288009643555,114.71686553955078,27.935611724853516,22.452333359608332
2019-04-11,8.80151653289795,71.16171264648438,13.362401962280273,114.04302215576172,27.959293365478516,22.45381481404767
2019-04-12,8.80151653289795,71.26821899414062,13.465485572814941,113.2307357788086,28.132951736450195,22.455296366236634
2019-04-15,8.80151653289795,71.21906280517578,13.465485572814941,113.51689147949219,28.093486785888672,22.4597416093658
2019-04-16,8.79334545135498,71.17808532714844,13.497700691223145,112.80614471435547,28.188209533691406,22.46122355261778
2019-04-17,8.79334545135498,71.00598907470703,13.497700691223145,112.85234069824219,28.164527893066406,22.462705593651645
2019-04-18,8.79334545135498,71.03875732421875,13.484813690185547,113.44306945800781,28.15662956237793,22.46419388242746
2019-04-22,8.785175323486328,70.91581726074219,13.484813690185547,112.89844512939453,28.15662956237793,22.470191084792475
2019-04-23,8.80151653289795,71.16171264648438,13.555686950683594,113.13846588134766,28.29871940612793,22.471692173532976
2019-04-24,8.80151653289795,71.06333923339844,13.529914855957031,114.06150817871094,28.23556900024414,22.473193362551548
2019-04-25,8.79334545135498,71.09610748291016,13.504144668579102,113.89533233642578,28.132951736450195,22.47469465185489
2019-04-26,8.80968952178955,71.27640533447266,13.600787162780762,114.2830810546875,28.211891174316406,22.4761960414497
2019-04-29,8.80968952178955,71.24366760253906,13.658770561218262,113.55381774902344,28.23556900024414,22.480700812049943
2019-04-30,8.8482666015625,71.25182342529297,13.716754913330078,114.13534545898438,28.432912826538086,22.48220875775808
2019-05-01,8.840058326721191,71.01811218261719,13.61367130279541,114.6061782836914,28.180316925048828,22.48371680461521
2019-05-02,8.823644638061523,71.06746673583984,13.587899208068848,114.0604248046875,28.132951736450195,22.485224952628112
2019-05-03,8.8482666015625,71.24854278564453,13.678099632263184,114.38421630859375,28.369766235351562,22.48670857732725
2019-05-06,8.8318510055542,71.28146362304688,13.6329984664917,114.69865417480469,28.251352310180664,22.491141566799257
2019-05-07,8.80722713470459,70.85347747802734,13.465485572814941,115.57743072509766,27.88825035095215,22.492619424150668
2019-05-08,8.790810585021973,70.87818145751953,13.446157455444336,115.07789611816406,27.81720542907715,22.494097378609748
2019-05-09,8.774394989013672,70.77117919921875,13.413944244384766,115.54964447021484,27.746164321899414,22.49556927163466
2019-05-10,8.799017906188965,70.96871185302734,13.484813690185547,115.39242553710938,27.904033660888672,22.497035102021147
2019-05-13,8.749770164489746,70.31852722167969,13.220662117004395,116.29893493652344,27.390947341918945,22.501433166294017
2019-05-14,8.76618480682373,70.47490692138672,13.310856819152832,115.95665740966797,27.572500228881836,22.502899378776856
2019-05-15,8.78260612487793,70.54075622558594,13.330187797546387,116.66889953613281,27.643545150756836,22.504365686799343
2019-05-16,8.80722713470459,70.75473022460938,13.426828384399414,116.28040313720703,27.880355834960938,22.505844413086773
2019-05-17,8.799017906188965,70.73002624511719,13.381730079650879,116.53937530517578,27.76984214782715,22.507317074774583
2019-05-20,8.78260612487793,70.6642074584961,13.349516868591309,116.29893493652344,27.69879913330078,22.51173563804171
2019-05-21,8.799017906188965,70.88641357421875,13.465485572814941,116.11387634277344,27.88825035095215,22.51320868521967
2019-05-22,8.799017906188965,70.9440689086914,13.420385360717773,116.77989196777344,27.84878158569336,22.51468182878593
2019-05-23,8.774394989013672,70.59013366699219,13.285090446472168,118.09339904785156,27.61986541748047,22.516148904562865
2019-05-24,8.78260612487793,70.49137115478516,13.330187797546387,118.19510650634766,27.706695556640625,22.5176160759357
2019-05-28,8.774394989013672,70.42552185058594,13.175557136535645,119.04611206054688,27.383054733276367,22.523485717510653
2019-05-29,8.757979393005371,70.23622131347656,13.11113452911377,119.40684509277344,27.217288970947266,22.52495953355076
2019-05-30,8.76618480682373,70.3843765258789,13.11113452911377,120.43360900878906,27.217288970947266,22.52643344602948
2019-05-31,8.792576789855957,69.87413024902344,12.956504821777344,121.94135284423828,26.88575553894043,22.52790745495312
2019-06-03,8.809074401855469,69.98653411865234,13.091801643371582,122.75701141357422,27.154142379760742,22.53234856629811
2019-06-04,8.842070579528809,70.68930053710938,13.310856819152832,121.35739135742188,27.580394744873047,22.53381679325465
2019-06-05,8.85031795501709,70.85465240478516,13.349516868591309,120.6715087890625,27.754053115844727,22.53528511588211
2019-06-06,8.866815567016602,71.00346374511719,13.401057243347168,121.06080627441406,27.91193199157715,22.536753534186715
2019-06-07,8.891559600830078,71.18537139892578,13.446157455444336,122.1081771850586,28.04612159729004,22.538215877947867
2019-06-10,8.891559600830078,71.2928466796875,13.51058578491211,120.95882415771484,28.093486785888672,22.542603478579103
2019-06-11,8.899806022644043,71.39205169677734,13.529914855957031,121.0329818725586,28.11716651916504,22.54406620192597
2019-06-12,8.899806022644043,71.22673034667969,13.465485572814941,121.12564086914062,28.109270095825195,22.545529020184656
2019-06-13,8.908056259155273,71.39205169677734,13.517026901245117,121.54281616210938,28.188209533691406,22.546991933361326
2019-06-14,8.899806022644043,71.34246826171875,13.497700691223145,121.8486557006836,28.17311668395996,22.548454941462136
2019-06-17,8.891559600830078,71.23497009277344,13.471930503845215,122.06184387207031,28.133399963378906,22.552826012681003
2019-06-18,8.924551963806152,71.73104858398438,13.594341278076172,122.67359161376953,28.387569427490234,22.55429557396533
2019-06-19,8.941045761108398,72.07003784179688,13.607227325439453,122.849609375,28.451114654541016,22.555759055977934
2019-06-20,8.974040031433105,72.43382263183594,13.729641914367676,123.17405700683594,28.681455612182617,22.557222632951586
2019-06-21,8.957542419433594,72.20227813720703,13.736084938049316,121.82086944580078,28.689395904541016,22.55868630489245
2019-06-24,8.957542419433594,72.19403839111328,13.697429656982422,122.72920989990234,28.673521041870117,22.56309642168475
2019-06-25,8.941045761108398,71.88813781738281,13.607227325439453,123.10922241210938,28.482887268066406,22.564566652197648
2019-06-26,8.924551963806152,71.85506439208984,13.600787162780762,122.32134246826172,28.34785270690918,22.566036978512013
2019-06-27,8.941045761108398,72.05347442626953,13.665215492248535,123.18336486816406,28.395517349243164,22.56750740063409
2019-06-28,8.986604690551758,72.07829284667969,13.781182289123535,123.09992980957031,28.54642677307129,22.56897791857012
2019-07-01,9.003167152404785,72.09988403320312,13.852054595947266,122.81204223632812,28.71323013305664,22.573427126472776
2019-07-02,9.019732475280762,72.25767517089844,13.864940643310547,123.75927734375,28.79265594482422,22.57490421041069
2019-07-03,9.019732475280762,72.53173828125,13.864940643310547,124.6416015625,28.991226196289062,22.57638757167297
2019-07-05,9.019732475280762,72.24105834960938,13.929370880126953,122.9885025024414,28.919740676879883,22.57936694958201
2019-07-08,9.011449813842773,72.09988403320312,13.864940643310547,123.15571594238281,28.79265594482422,22.58385530181709
2019-07-09,9.003167152404785,72.0168228149414,13.864940643310547,123.10923767089844,28.79265594482422,22.585345434364044
2019-07-10,9.019732475280762,72.21614074707031,13.903597831726074,122.4312973022461,28.880027770996094,22.586835665233224
2019-07-11,9.011449813842773,72.07496643066406,13.961584091186523,120.79676055908203,28.880027770996094,22.588325994431123
2019-07-12,9.011449813842773,72.19123077392578,14.032453536987305,120.9360580444336,28.9832820892334,22.589810237617613
2019-07-15,9.019732475280762,72.24105834960938,14.019569396972656,121.63257598876953,29.007108688354492,22.59422643899199
2019-07-16,9.011449813842773,72.09159088134766,13.987356185913086,121.2703857421875,28.927684783935547,22.59571106988736
2019-07-17,9.003167152404785,72.00025939941406,13.897154808044434,122.57988739013672,28.744998931884766,22.59720198470402
2019-07-18,9.011449813842773,72.03345489501953,13.962491989135742,122.58914947509766,28.91179847717285,22.598692997894524
2019-07-19,9.003167152404785,71.90888214111328,13.912781715393066,122.30126953125,28.760881423950195,22.600184109465363
2019-07-22,9.011449813842773,72.14969635009766,13.94118881225586,122.53343200683594,28.77677345275879,22.604658034524817
2019-07-23,9.019732475280762,72.27427673339844,14.040614128112793,121.86474609375,28.96739387512207,22.60614335086384
2019-07-24,9.028014183044434,72.33240509033203,14.097432136535645,122.39414978027344,29.078594207763672,22.607628764800648
2019-07-25,9.011449813842773,72.2327880859375,14.026411056518555,121.80902099609375,28.96739387512207,22.60911427634166
2019-07-26,9.011449813842773,72.39054107666016,14.11873722076416,122.09690856933594,29.086538314819336,22.610599885493286
2019-07-29,9.011449813842773,72.28257751464844,14.069023132324219,122.13410186767578,29.102418899536133,22.615057298675996
2019-07-30,9.003167152404785,72.31581115722656,14.047718048095703,122.4312973022461,29.015050888061523,22.61654329833422
2019-07-31,9.023127555847168,72.19123077392578,13.94118881225586,123.4156723022461,28.689395904541016,22.61802320356305
2019-08-01,9.023127555847168,72.15534973144531,13.827555656433105,125.86673736572266,28.40346336364746,22.6195093981062
2019-08-02,9.006494522094727,72.04695892333984,13.749436378479004,127.02993774414062,28.284318923950195,22.62083467531665
2019-08-05,8.94827938079834,71.29638671875,13.408538818359375,129.22608947753906,27.561525344848633,22.624810972854227
2019-08-06,8.964914321899414,71.75505828857422,13.522171974182129,130.259033203125,27.847463607788086,22.62613036634833
2019-08-07,8.964914321899414,71.74671173095703,13.500865936279297,130.3054962158203,27.799802780151367,22.62744983678449
2019-08-08,8.998178482055664,72.03028869628906,13.728128433227539,130.584716796875,28.26049041748047,22.62876318910903
2019-08-09,8.989863395690918,71.93021392822266,13.65710735321045,130.32415771484375,28.125457763671875,22.630076617663743
2019-08-12,8.964914321899414,71.68000793457031,13.49376392364502,133.04135131835938,27.831573486328125,22.63401736075314
2019-08-13,8.973226547241211,71.99693298339844,13.642905235290527,132.5853729248047,28.141347885131836,22.63533109427278
2019-08-14,8.931650161743164,71.35474395751953,13.273602485656738,135.57244873046875,27.394729614257812,22.63664490404471
2019-08-15,8.93996524810791,71.563232421875,13.273602485656738,137.0799560546875,27.41855239868164,22.63795879007337
2019-08-16,8.964914321899414,71.80509185791016,13.479558944702148,135.9818878173828,27.807748794555664,22.639278950298497
2019-08-19,8.981546401977539,72.01361846923828,13.614500045776367,134.0370330810547,28.117521286010742,22.64323989291239
2019-08-20,8.981546401977539,72.07198333740234,13.515069007873535,135.42356872558594,27.887176513671875,22.644560361111488
2019-08-21,8.998178482055664,72.38053894042969,13.621598243713379,134.5209197998047,28.10163116455078,22.6458809063153
2019-08-22,8.998178482055664,72.51396942138672,13.614500045776367,133.6276092529297,28.109575271606445,22.64719532842403
2019-08-23,8.956596374511719,72.1803970336914,13.337517738342285,135.82369995117188,27.474149703979492,22.64850982682502
2019-08-26,8.964914321899414,72.53903198242188,13.444049835205078,135.27468872070312,27.72037696838379,22.65245377982585
2019-08-27,8.973226547241211,72.50564575195312,13.373027801513672,137.35906982421875,27.625064849853516,22.653768583440176
2019-08-28,8.989863395690918,72.6807861328125,13.46535587310791,137.5359344482422,27.83951759338379,22.655083463368907
2019-08-29,9.006494522094727,72.75582885742188,13.642905235290527,137.01478576660156,28.117521286010742,22.656398419616472
2019-08-30,9.06413745880127,72.6891098022461,13.685514450073242,137.0520782470703,28.181055068969727,22.657713452187306
2019-09-03,9.047429084777832,72.48056030273438,13.621598243713379,137.2291259765625,28.07779884338379,22.66299916349845
2019-09-04,9.072489738464355,72.6313247680664,13.777841567993164,137.43426513671875,28.371688842773438,22.664320783983555
2019-09-05,9.08084487915039,72.91609954833984,13.926981925964355,134.94529724121094,28.649688720703125,22.66564248154057
2019-09-06,9.089197158813477,72.98310089111328,13.926981925964355,135.9054718017578,28.72911262512207,22.66696425617399
2019-09-09,9.08084487915039,73.05847930908203,14.026411056518555,133.49099731445312,28.832368850708008,22.670911422781483
2019-09-10,9.06413745880127,73.1003189086914,14.07612419128418,131.15121459960938,28.999168395996094,22.67223350467965
2019-09-11,9.072489738464355,73.09198760986328,14.154245376586914,130.91812133789062,29.189790725708008,22.67355566367664
2019-09-12,9.072489738464355,73.13383483886719,14.168451309204102,130.06056213378906,29.26127815246582,22.674877899776945
2019-09-13,9.055781364440918,72.99984741210938,14.203960418701172,127.28263092041016,29.266077041625977,22.676200212985066
2019-09-16,9.06413745880127,73.25947570800781,14.168451309204102,128.90464782714844,29.19413185119629,22.68018624269452
2019-09-17,9.08084487915039,73.30135345458984,14.189756393432617,129.60379028320312,29.234098434448242,22.681583379424044
2019-09-18,9.08084487915039,73.25947570800781,14.175553321838379,130.15377807617188,29.282066345214844,22.683011651614947
2019-09-19,9.08084487915039,73.17570495605469,14.196858406066895,130.54522705078125,29.266077041625977,22.684408962394308
2019-09-20,9.089197158813477,73.26786041259766,14.14714527130127,132.2698516845703,29.202123641967773,22.68558898640604
2019-09-23,9.089197158813477,73.23435974121094,14.132940292358398,132.24192810058594,29.21011734008789,22.6891294267572
2019-09-24,9.08084487915039,73.13383483886719,14.033514976501465,133.83592224121094,29.066226959228516,22.69030969632355
2019-09-25,9.06413745880127,73.05847930908203,14.090330123901367,131.87838745117188,29.154157638549805,22.69149002728653
2019-09-26,9.06413745880127,73.00820922851562,14.040614128112793,132.72666931152344,29.12218475341797,22.69267041964935
2019-09-27,9.055781364440918,72.92445373535156,14.033514976501465,133.0529022216797,29.098201751708984,22.6938198088424
2019-09-30,9.101921081542969,73.00820922851562,14.047718048095703,133.37918090820312,29.186141967773438,22.697231042602827
2019-10-01,9.076754570007324,72.84003448486328,13.848862648010254,133.78074645996094,28.802427291870117,22.698411733608467
2019-10-02,9.04319953918457,72.41117858886719,13.586087226867676,134.1075439453125,28.25882911682129,22.69958005705978
2019-10-03,9.059977531433105,72.45320892333984,13.642905235290527,135.3308868408203,28.41870880126953,22.700729796227623
2019-10-04,9.085145950317383,72.68024444580078,13.820454597473145,136.330078125,28.818410873413086,22.70186716338784
2019-10-07,9.068367004394531,72.62139892578125,13.777841567993164,135.2001495361328,28.690507888793945,22.705260958629847
2019-10-08,9.04319953918457,72.35227966308594,13.578989028930664,135.56434631347656,28.23484230041504,22.706392336451746
2019-10-09,9.05158805847168,72.57095336914062,13.685514450073242,134.79861450195312,28.458683013916016,22.707523770648933
2019-10-10,9.05158805847168,72.66344451904297,13.772440910339355,132.79083251953125,28.61856460571289,22.708655261224227
2019-10-11,9.059977531433105,72.96615600585938,13.92918872833252,131.14730834960938,28.91434097290039,22.709786808180432
2019-10-14,9.059977531433105,73.01660919189453,13.914938926696777,132.09982299804688,28.85038948059082,22.713181787362625
2019-10-15,9.068367004394531,73.17637634277344,14.071686744689941,130.50296020507812,29.07421875,22.714313559870572
2019-10-16,9.076754570007324,73.1175308227539,14.050310134887695,130.66171264648438,29.034255981445312,22.7154951394945
2019-10-17,9.076754570007324,73.21844482421875,14.100187301635742,130.3442840576172,29.114194869995117,22.71667678058321
2019-10-18,9.085145950317383,73.23523712158203,14.10731029510498,130.3442840576172,29.1061954498291,22.7178273857042
2019-10-21,9.093530654907227,73.260498046875,14.207060813903809,129.36367797851562,29.298057556152344,22.72127955074951
2019-10-22,9.093530654907227,73.27729797363281,14.21418571472168,130.12005615234375,29.314041137695312,22.722430389001907
2019-10-23,9.101921081542969,73.3446044921875,14.264060020446777,130.25083923339844,29.33802032470703,22.723581285544537
2019-10-24,9.101921081542969,73.4286880493164,14.249810218811035,129.9893798828125,29.306045532226562,22.72473224038035
2019-10-25,9.101921081542969,73.48751831054688,14.29968547821045,129.3543243408203,29.45793342590332,22.725883253512304
2019-10-28,9.101921081542969,73.4791488647461,14.321056365966797,128.17767333984375,29.521886825561523,22.729299306906704
2019-10-29,9.093530654907227,73.3446044921875,14.34243392944336,128.26182556152344,29.60182762145996,22.73043810547567
2019-10-30,9.101921081542969,73.25209045410156,14.392306327819824,130.13877868652344,29.625808715820312,22.731570737846702
2019-10-31,9.138984680175781,72.99980163574219,14.321056365966797,131.8944549560547,29.553861618041992,22.732703426655544
2019-11-01,9.147407531738281,73.31307220458984,14.484930992126465,131.48843383789062,29.793678283691406,22.73368679890508
2019-11-04,9.155828475952148,73.46508026123047,14.57755184173584,129.75778198242188,29.889612197875977,22.7366184968505
2019-11-05,9.138984680175781,73.38908386230469,14.556177139282227,128.29849243164062,29.873620986938477,22.737589588564536
2019-11-06,9.138984680175781,73.30464172363281,14.58467960357666,129.07489013671875,29.96155548095703,22.73856072175436
2019-11-07,9.122137069702148,73.27086639404297,14.677303314208984,126.73627471923828,30.033504486083984,22.73952567094309
2019-11-08,9.122137069702148,73.33840942382812,14.698678016662598,126.20301818847656,30.097454071044922,22.74049066108108
2019-11-11,9.113714218139648,73.29620361328125,14.655927658081055,126.28722381591797,30.009521484375,22.743385877207896
2019-11-12,9.113714218139648,73.31307220458984,14.670178413391113,126.86724853515625,29.98554039001465,22.74435103116025
2019-11-13,9.113714218139648,73.23709106445312,14.634554862976074,127.69041442871094,29.98554039001465,22.74531622607053
2019-11-14,9.122137069702148,73.1948471069336,14.627429008483887,129.00942993164062,29.93757438659668,22.74628146194049
2019-11-15,9.138984680175781,73.41443634033203,14.748554229736328,128.86911010742188,30.129430770874023,22.74724673877187
2019-11-18,9.130561828613281,73.321533203125,14.741426467895508,129.1029815673828,30.11344337463379,22.750142815051856
2019-11-19,9.130561828613281,73.05976104736328,14.712925910949707,130.1787872314453,30.041501998901367,22.751108255746264
2019-11-20,9.130561828613281,72.90775299072266,14.677303314208984,131.5258026123047,29.94556999206543,22.75207373741078
2019-11-21,9.122137069702148,72.92463684082031,14.691553115844727,130.70263671875,29.94556999206543,22.75303926004713
2019-11-22,9.130561828613281,73.20331573486328,14.748554229736328,130.87094116210938,30.017513275146484,22.754004823657077
2019-11-25,9.147407531738281,73.39754486083984,14.826925277709961,131.2545166015625,30.16141128540039,22.756901760345773
2019-11-26,9.155828475952148,73.48197174072266,14.807923316955566,132.0215606689453,30.209373474121094,22.75786748786743
2019-11-27,9.164252281188965,73.57489776611328,14.8663969039917,131.63807678222656,30.28131866455078,22.75883325637136
2019-11-29,9.18116283416748,73.41443634033203,14.793305397033691,131.35740661621094,30.185388565063477,22.760764916333013
2019-12-02,9.147345542907715,73.36438751220703,14.705598831176758,129.60609436035156,29.9935302734375,22.76368140995133
2019-12-03,9.147345542907715,73.26266479492188,14.574034690856934,132.3235321044922,29.777700424194336,22.764653657535167
2019-12-04,9.164252281188965,73.48307037353516,14.69097900390625,131.00233459472656,30.017513275146484,22.76561971402166
2019-12-05,9.164252281188965,73.59327697753906,14.69097900390625,130.3650360107422,30.065481185913086,22.766585811504388
2019-12-06,9.189614295959473,73.6950454711914,14.822542190551758,129.64356994628906,30.313291549682617,22.76755194998509
2019-12-09,9.189614295959473,73.6950454711914,14.785998344421387,129.9246063232422,30.28131866455078,22.77045061143247
2019-12-10,9.198070526123047,73.873046875,14.778687477111816,129.9340362548828,30.249343872070312,22.771416913922483
2019-12-11,9.21497631072998,74.02564239501953,14.800614356994629,130.95541381835938,30.297306060791016,22.77238325741917
2019-12-12,9.21497631072998,74.1951904296875,14.983336448669434,128.80018615722656,30.62505531311035,22.77334964192428
2019-12-13,9.240336418151855,74.2715072631836,14.968717575073242,130.29006958007812,30.57709503173828,22.77431606743954
2019-12-16,9.248793601989746,74.41561889648438,15.078353881835938,129.1187744140625,30.792936325073242,22.77721559006367
2019-12-17,9.265703201293945,74.64451599121094,15.085661888122559,128.94073486328125,30.81342887878418,22.77818841569873
2019-12-18,9.265703201293945,74.78014373779297,15.063739776611328,127.8818588256836,30.7806339263916,22.77915504655552
2019-12-19,9.274157524108887,74.74101257324219,15.114900588989258,128.0864715576172,30.887224197387695,22.780121718432923
