,T,n_step,r,mu,sigma,S0,K,Price
40824,3.0,792.0,0.03,0.06,0.12000000000000001,72.22222222222223,50.55555555555556,26.138994087070756
40825,3.0,792.0,0.03,0.06,0.12000000000000001,72.22222222222223,57.77777777777778,19.65114605411281
40826,3.0,792.0,0.03,0.06,0.12000000000000001,72.22222222222223,65.00000000000001,12.973947821581469
40827,3.0,792.0,0.03,0.06,0.12000000000000001,72.22222222222223,72.22222222222223,7.249315502590161
40828,3.0,792.0,0.03,0.06,0.12000000000000001,72.22222222222223,79.44444444444446,3.5556853326064326
40829,3.0,792.0,0.03,0.06,0.12000000000000001,72.22222222222223,86.66666666666669,1.2733498156048644
40830,3.0,792.0,0.03,0.06,0.12000000000000001,72.22222222222223,93.8888888888889,0.40458260657276857
40831,3.0,792.0,0.03,0.06,0.12000000000000001,83.33333333333333,58.33333333333333,30.08575788366585
40832,3.0,792.0,0.03,0.06,0.12000000000000001,83.33333333333333,66.66666666666666,22.455583947200086
40833,3.0,792.0,0.03,0.06,0.12000000000000001,83.33333333333333,75.0,15.098995823615544
40834,3.0,792.0,0.03,0.06,0.12000000000000001,83.33333333333333,83.33333333333333,8.526450060571198
40835,3.0,792.0,0.03,0.06,0.12000000000000001,83.33333333333333,91.66666666666667,4.000333068050358
40836,3.0,792.0,0.03,0.06,0.12000000000000001,83.33333333333333,100.00000000000001,1.4217143167998598
40837,3.0,792.0,0.03,0.06,0.12000000000000001,83.33333333333333,108.33333333333333,0.4837836022436161
40838,3.0,792.0,0.03,0.06,0.12000000000000001,94.44444444444444,66.1111111111111,34.19181016482731
40839,3.0,792.0,0.03,0.06,0.12000000000000001,94.44444444444444,75.55555555555554,25.58519517717155
40840,3.0,792.0,0.03,0.06,0.12000000000000001,94.44444444444444,85.0,17.19566057473789
40841,3.0,792.0,0.03,0.06,0.12000000000000001,94.44444444444444,94.44444444444444,9.640652799449363
40842,3.0,792.0,0.03,0.06,0.12000000000000001,94.44444444444444,103.8888888888889,4.399842825639533
40843,3.0,792.0,0.03,0.06,0.12000000000000001,94.44444444444444,113.33333333333334,1.707855041693116
40844,3.0,792.0,0.03,0.06,0.12000000000000001,94.44444444444444,122.77777777777779,0.4614366285177149
40845,3.0,792.0,0.03,0.06,0.12000000000000001,105.55555555555556,73.88888888888889,38.033305220201086
40846,3.0,792.0,0.03,0.06,0.12000000000000001,105.55555555555556,84.44444444444444,28.839295412065056
40847,3.0,792.0,0.03,0.06,0.12000000000000001,105.55555555555556,95.0,18.994138584407782
40848,3.0,792.0,0.03,0.06,0.12000000000000001,105.55555555555556,105.55555555555556,10.772566044264723
40849,3.0,792.0,0.03,0.06,0.12000000000000001,105.55555555555556,116.11111111111113,4.949868913045674
40850,3.0,792.0,0.03,0.06,0.12000000000000001,105.55555555555556,126.66666666666669,1.8498231906124556
40851,3.0,792.0,0.03,0.06,0.12000000000000001,105.55555555555556,137.22222222222223,0.5628464083964945
40852,3.0,792.0,0.03,0.06,0.12000000000000001,116.66666666666666,81.66666666666666,41.849527163565895
40853,3.0,792.0,0.03,0.06,0.12000000000000001,116.66666666666666,93.33333333333331,31.429281846502196
40854,3.0,792.0,0.03,0.06,0.12000000000000001,116.66666666666666,105.0,21.035135684514287
40855,3.0,792.0,0.03,0.06,0.12000000000000001,116.66666666666666,116.66666666666666,11.953020847106634
40856,3.0,792.0,0.03,0.06,0.12000000000000001,116.66666666666666,128.33333333333334,5.597110895252161
40857,3.0,792.0,0.03,0.06,0.12000000000000001,116.66666666666666,140.0,2.038778392283208
40858,3.0,792.0,0.03,0.06,0.12000000000000001,116.66666666666666,151.66666666666666,0.5784706160231059
40859,3.0,792.0,0.03,0.06,0.12000000000000001,127.77777777777777,89.44444444444443,46.45878393601497
40860,3.0,792.0,0.03,0.06,0.12000000000000001,127.77777777777777,102.22222222222221,34.361116261492526
40861,3.0,792.0,0.03,0.06,0.12000000000000001,127.77777777777777,115.0,23.50123658476756
40862,3.0,792.0,0.03,0.06,0.12000000000000001,127.77777777777777,127.77777777777777,13.087217239230748
40863,3.0,792.0,0.03,0.06,0.12000000000000001,127.77777777777777,140.55555555555557,5.991051446292434
40864,3.0,792.0,0.03,0.06,0.12000000000000001,127.77777777777777,153.33333333333334,2.18869145465024
40865,3.0,792.0,0.03,0.06,0.12000000000000001,127.77777777777777,166.11111111111111,0.6586567977971379
40866,3.0,792.0,0.03,0.06,0.12000000000000001,138.88888888888889,97.22222222222221,50.37369689999882
40867,3.0,792.0,0.03,0.06,0.12000000000000001,138.88888888888889,111.1111111111111,37.71717713800821
40868,3.0,792.0,0.03,0.06,0.12000000000000001,138.88888888888889,125.0,25.250595630293645
40869,3.0,792.0,0.03,0.06,0.12000000000000001,138.88888888888889,138.88888888888889,14.305330036479434
40870,3.0,792.0,0.03,0.06,0.12000000000000001,138.88888888888889,152.7777777777778,6.4406541879748325
40871,3.0,792.0,0.03,0.06,0.12000000000000001,138.88888888888889,166.66666666666669,2.558375545849051
40872,3.0,792.0,0.03,0.06,0.12000000000000001,138.88888888888889,180.55555555555557,0.7613036651764616
40873,3.0,792.0,0.03,0.06,0.12000000000000001,150.0,105.0,54.093850150550885
40874,3.0,792.0,0.03,0.06,0.12000000000000001,150.0,119.99999999999999,40.41809528393628
40875,3.0,792.0,0.03,0.06,0.12000000000000001,150.0,135.0,26.813430861239638
40876,3.0,792.0,0.03,0.06,0.12000000000000001,150.0,150.0,15.485710412882648
40877,3.0,792.0,0.03,0.06,0.12000000000000001,150.0,165.0,7.090179923411384
40878,3.0,792.0,0.03,0.06,0.12000000000000001,150.0,180.00000000000003,2.5895773942888995
40879,3.0,792.0,0.03,0.06,0.12000000000000001,150.0,195.0,0.7340488708151924
40880,3.0,792.0,0.03,0.06,0.19,50.0,35.0,18.075451497102126
40881,3.0,792.0,0.03,0.06,0.19,50.0,40.0,13.674487623144973
40882,3.0,792.0,0.03,0.06,0.19,50.0,45.0,9.583582854691084
40883,3.0,792.0,0.03,0.06,0.19,50.0,50.0,6.352089425003295
40884,3.0,792.0,0.03,0.06,0.19,50.0,55.00000000000001,3.7304533479223614
40885,3.0,792.0,0.03,0.06,0.19,50.0,60.00000000000001,2.1586425629479957
40886,3.0,792.0,0.03,0.06,0.19,50.0,65.0,1.154820600724778
40887,3.0,792.0,0.03,0.06,0.19,61.111111111111114,42.77777777777778,21.99535233770131
40888,3.0,792.0,0.03,0.06,0.19,61.111111111111114,48.888888888888886,16.69713105238224
40889,3.0,792.0,0.03,0.06,0.19,61.111111111111114,55.00000000000001,11.753962192109357
40890,3.0,792.0,0.03,0.06,0.19,61.111111111111114,61.111111111111114,7.683198236134999
40891,3.0,792.0,0.03,0.06,0.19,61.111111111111114,67.22222222222223,4.615178190569254
40892,3.0,792.0,0.03,0.06,0.19,61.111111111111114,73.33333333333334,2.6316726309430636
40893,3.0,792.0,0.03,0.06,0.19,61.111111111111114,79.44444444444446,1.4412557673968638
40894,3.0,792.0,0.03,0.06,0.19,72.22222222222223,50.55555555555556,26.05528761552484
