,T,r,mu,sigma,S0,K,Price
31840,2.5,0.0,0.18,0.33,138.88888888888889,152.7777777777778,33.34567492855944
31841,2.5,0.0,0.18,0.33,138.88888888888889,166.66666666666669,26.411983120503002
31842,2.5,0.0,0.18,0.33,138.88888888888889,180.55555555555557,19.32081382690994
31843,2.5,0.0,0.18,0.33,150.0,105.0,84.87597419981505
31844,2.5,0.0,0.18,0.33,150.0,119.99999999999999,71.89649984391995
31845,2.5,0.0,0.18,0.33,150.0,135.0,58.381987007668336
31846,2.5,0.0,0.18,0.33,150.0,150.0,46.61794581856933
31847,2.5,0.0,0.18,0.33,150.0,165.0,36.460155606139914
31848,2.5,0.0,0.18,0.33,150.0,180.00000000000003,28.38294193932921
31849,2.5,0.0,0.18,0.33,150.0,195.0,21.427932180957903
31850,2.5,0.0,0.18,0.4,50.0,35.0,28.64351913670557
31851,2.5,0.0,0.18,0.4,50.0,40.0,24.236390996397716
31852,2.5,0.0,0.18,0.4,50.0,45.0,19.967340785132947
31853,2.5,0.0,0.18,0.4,50.0,50.0,16.567800498829648
31854,2.5,0.0,0.18,0.4,50.0,55.00000000000001,13.421839974760228
31855,2.5,0.0,0.18,0.4,50.0,60.00000000000001,10.839198799722386
31856,2.5,0.0,0.18,0.4,50.0,65.0,9.05689887438345
31857,2.5,0.0,0.18,0.4,61.111111111111114,42.77777777777778,34.460554868143014
31858,2.5,0.0,0.18,0.4,61.111111111111114,48.888888888888886,30.417022958116192
31859,2.5,0.0,0.18,0.4,61.111111111111114,55.00000000000001,24.859233928140654
31860,2.5,0.0,0.18,0.4,61.111111111111114,61.111111111111114,20.170539873438475
31861,2.5,0.0,0.18,0.4,61.111111111111114,67.22222222222223,16.855368890660063
31862,2.5,0.0,0.18,0.4,61.111111111111114,73.33333333333334,13.718541582413714
31863,2.5,0.0,0.18,0.4,61.111111111111114,79.44444444444446,10.946612432028209
31864,2.5,0.0,0.18,0.4,72.22222222222223,50.55555555555556,40.906486420541206
31865,2.5,0.0,0.18,0.4,72.22222222222223,57.77777777777778,35.05444362458615
31866,2.5,0.0,0.18,0.4,72.22222222222223,65.00000000000001,29.15056142832616
31867,2.5,0.0,0.18,0.4,72.22222222222223,72.22222222222223,24.42787256376657
31868,2.5,0.0,0.18,0.4,72.22222222222223,79.44444444444446,19.392314945347117
31869,2.5,0.0,0.18,0.4,72.22222222222223,86.66666666666669,15.533505806079784
31870,2.5,0.0,0.18,0.4,72.22222222222223,93.8888888888889,12.481345191169071
31871,2.5,0.0,0.18,0.4,83.33333333333333,58.33333333333333,47.830389428659906
31872,2.5,0.0,0.18,0.4,83.33333333333333,66.66666666666666,40.19268031784221
31873,2.5,0.0,0.18,0.4,83.33333333333333,75.0,33.099547060427135
31874,2.5,0.0,0.18,0.4,83.33333333333333,83.33333333333333,27.702765244385134
31875,2.5,0.0,0.18,0.4,83.33333333333333,91.66666666666667,22.436728928697256
31876,2.5,0.0,0.18,0.4,83.33333333333333,100.00000000000001,18.295661429153572
31877,2.5,0.0,0.18,0.4,83.33333333333333,108.33333333333333,15.09271279777387
31878,2.5,0.0,0.18,0.4,94.44444444444444,66.1111111111111,54.37076056174224
31879,2.5,0.0,0.18,0.4,94.44444444444444,75.55555555555554,46.36932584507175
31880,2.5,0.0,0.18,0.4,94.44444444444444,85.0,37.75595565599353
31881,2.5,0.0,0.18,0.4,94.44444444444444,94.44444444444444,31.42261196893907
31882,2.5,0.0,0.18,0.4,94.44444444444444,103.8888888888889,25.314279234741722
31883,2.5,0.0,0.18,0.4,94.44444444444444,113.33333333333334,20.32641203003474
31884,2.5,0.0,0.18,0.4,94.44444444444444,122.77777777777779,16.79033325274695
31885,2.5,0.0,0.18,0.4,105.55555555555556,73.88888888888889,59.79589303848456
31886,2.5,0.0,0.18,0.4,105.55555555555556,84.44444444444444,51.12064861186695
31887,2.5,0.0,0.18,0.4,105.55555555555556,95.0,42.27322660739919
31888,2.5,0.0,0.18,0.4,105.55555555555556,105.55555555555556,34.55960756251815
31889,2.5,0.0,0.18,0.4,105.55555555555556,116.11111111111113,28.745103692075016
31890,2.5,0.0,0.18,0.4,105.55555555555556,126.66666666666669,23.762126432560592
31891,2.5,0.0,0.18,0.4,105.55555555555556,137.22222222222223,18.416628354057412
31892,2.5,0.0,0.18,0.4,116.66666666666666,81.66666666666666,65.63775774185886
31893,2.5,0.0,0.18,0.4,116.66666666666666,93.33333333333331,55.87225698307261
31894,2.5,0.0,0.18,0.4,116.66666666666666,105.0,46.686239299540404
31895,2.5,0.0,0.18,0.4,116.66666666666666,116.66666666666666,39.14016849478408
31896,2.5,0.0,0.18,0.4,116.66666666666666,128.33333333333334,32.006418131339984
31897,2.5,0.0,0.18,0.4,116.66666666666666,140.0,25.67403614000823
31898,2.5,0.0,0.18,0.4,116.66666666666666,151.66666666666666,21.063646269064222
31899,2.5,0.0,0.18,0.4,127.77777777777777,89.44444444444443,72.62893061138556
31900,2.5,0.0,0.18,0.4,127.77777777777777,102.22222222222221,62.230253853576606
31901,2.5,0.0,0.18,0.4,127.77777777777777,115.0,51.48988348565404
31902,2.5,0.0,0.18,0.4,127.77777777777777,127.77777777777777,41.54926105692783
31903,2.5,0.0,0.18,0.4,127.77777777777777,140.55555555555557,34.33971136482085
31904,2.5,0.0,0.18,0.4,127.77777777777777,153.33333333333334,27.66691423521586
31905,2.5,0.0,0.18,0.4,127.77777777777777,166.11111111111111,22.973441400286713
31906,2.5,0.0,0.18,0.4,138.88888888888889,97.22222222222221,79.04473131546789
31907,2.5,0.0,0.18,0.4,138.88888888888889,111.1111111111111,66.36474843471444
31908,2.5,0.0,0.18,0.4,138.88888888888889,125.0,55.54578984879332
31909,2.5,0.0,0.18,0.4,138.88888888888889,138.88888888888889,46.6993906864672
31910,2.5,0.0,0.18,0.4,138.88888888888889,152.7777777777778,37.32385500749555
31911,2.5,0.0,0.18,0.4,138.88888888888889,166.66666666666669,32.094183217494724
31912,2.5,0.0,0.18,0.4,138.88888888888889,180.55555555555557,24.21713148940173
31913,2.5,0.0,0.18,0.4,150.0,105.0,84.59767506850956
31914,2.5,0.0,0.18,0.4,150.0,119.99999999999999,72.5905635388142
31915,2.5,0.0,0.18,0.4,150.0,135.0,60.71837831071721
31916,2.5,0.0,0.18,0.4,150.0,150.0,48.4777987537796
31917,2.5,0.0,0.18,0.4,150.0,165.0,39.963288295758325
31918,2.5,0.0,0.18,0.4,150.0,180.00000000000003,32.78616607611997
31919,2.5,0.0,0.18,0.4,150.0,195.0,26.267520603068032
31920,2.5,0.0,0.24,0.05,50.0,35.0,33.51964644965547
31921,2.5,0.0,0.24,0.05,50.0,40.0,28.50343591908591
31922,2.5,0.0,0.24,0.05,50.0,45.0,23.484581570495067
31923,2.5,0.0,0.24,0.05,50.0,50.0,18.542080001234616
31924,2.5,0.0,0.24,0.05,50.0,55.00000000000001,13.487370560868126
31925,2.5,0.0,0.24,0.05,50.0,60.00000000000001,8.499991581595761
31926,2.5,0.0,0.24,0.05,50.0,65.0,3.7224620514791997
31927,2.5,0.0,0.24,0.05,61.111111111111114,42.77777777777778,40.95639278387866
31928,2.5,0.0,0.24,0.05,61.111111111111114,48.888888888888886,34.84071878351546
31929,2.5,0.0,0.24,0.05,61.111111111111114,55.00000000000001,28.70317566368273
31930,2.5,0.0,0.24,0.05,61.111111111111114,61.111111111111114,22.648993580311554
31931,2.5,0.0,0.24,0.05,61.111111111111114,67.22222222222223,16.52437737444962
31932,2.5,0.0,0.24,0.05,61.111111111111114,73.33333333333334,10.403280050792363
31933,2.5,0.0,0.24,0.05,61.111111111111114,79.44444444444446,4.616282471705945
31934,2.5,0.0,0.24,0.05,72.22222222222223,50.55555555555556,48.42138643374415
31935,2.5,0.0,0.24,0.05,72.22222222222223,57.77777777777778,41.20992237165675
31936,2.5,0.0,0.24,0.05,72.22222222222223,65.00000000000001,33.949808568561586
31937,2.5,0.0,0.24,0.05,72.22222222222223,72.22222222222223,26.757117726302525
31938,2.5,0.0,0.24,0.05,72.22222222222223,79.44444444444446,19.477646688071772
31939,2.5,0.0,0.24,0.05,72.22222222222223,86.66666666666669,12.308284784213313
31940,2.5,0.0,0.24,0.05,72.22222222222223,93.8888888888889,5.356194339969945
31941,2.5,0.0,0.24,0.05,83.33333333333333,58.33333333333333,55.86626577637144
31942,2.5,0.0,0.24,0.05,83.33333333333333,66.66666666666666,47.521503888862874
31943,2.5,0.0,0.24,0.05,83.33333333333333,75.0,39.151496510432885
31944,2.5,0.0,0.24,0.05,83.33333333333333,83.33333333333333,30.805403112834778
31945,2.5,0.0,0.24,0.05,83.33333333333333,91.66666666666667,22.53885741668751
31946,2.5,0.0,0.24,0.05,83.33333333333333,100.00000000000001,14.213963760622178
31947,2.5,0.0,0.24,0.05,83.33333333333333,108.33333333333333,6.204691313906195
31948,2.5,0.0,0.24,0.05,94.44444444444444,66.1111111111111,63.236382330740895
31949,2.5,0.0,0.24,0.05,94.44444444444444,75.55555555555554,53.94431416352698
31950,2.5,0.0,0.24,0.05,94.44444444444444,85.0,44.436783315057404
31951,2.5,0.0,0.24,0.05,94.44444444444444,94.44444444444444,34.855843460683
31952,2.5,0.0,0.24,0.05,94.44444444444444,103.8888888888889,25.43530700892566
31953,2.5,0.0,0.24,0.05,94.44444444444444,113.33333333333334,16.10774447130004
31954,2.5,0.0,0.24,0.05,94.44444444444444,122.77777777777779,7.014223908980291
31955,2.5,0.0,0.24,0.05,105.55555555555556,73.88888888888889,70.85509055101151
31956,2.5,0.0,0.24,0.05,105.55555555555556,84.44444444444444,60.23424007412513
31957,2.5,0.0,0.24,0.05,105.55555555555556,95.0,49.727015333722626
31958,2.5,0.0,0.24,0.05,105.55555555555556,105.55555555555556,38.98818209012208
31959,2.5,0.0,0.24,0.05,105.55555555555556,116.11111111111113,28.551635112613447
31960,2.5,0.0,0.24,0.05,105.55555555555556,126.66666666666669,17.853036230638555
31961,2.5,0.0,0.24,0.05,105.55555555555556,137.22222222222223,7.951724334824122
31962,2.5,0.0,0.24,0.05,116.66666666666666,81.66666666666666,78.19976923545796
31963,2.5,0.0,0.24,0.05,116.66666666666666,93.33333333333331,66.44798192953694
31964,2.5,0.0,0.24,0.05,116.66666666666666,105.0,54.85639959637351
31965,2.5,0.0,0.24,0.05,116.66666666666666,116.66666666666666,43.15756736127574
31966,2.5,0.0,0.24,0.05,116.66666666666666,128.33333333333334,31.538642967060255
31967,2.5,0.0,0.24,0.05,116.66666666666666,140.0,19.909190360456826
31968,2.5,0.0,0.24,0.05,116.66666666666666,151.66666666666666,8.755378113816382
31969,2.5,0.0,0.24,0.05,127.77777777777777,89.44444444444443,85.54541297506623
31970,2.5,0.0,0.24,0.05,127.77777777777777,102.22222222222221,72.86492451188796
31971,2.5,0.0,0.24,0.05,127.77777777777777,115.0,59.998579762700366
31972,2.5,0.0,0.24,0.05,127.77777777777777,127.77777777777777,47.34876989186527
31973,2.5,0.0,0.24,0.05,127.77777777777777,140.55555555555557,34.568508865143684
31974,2.5,0.0,0.24,0.05,127.77777777777777,153.33333333333334,21.671895042125595
31975,2.5,0.0,0.24,0.05,127.77777777777777,166.11111111111111,9.5744368671438
31976,2.5,0.0,0.24,0.05,138.88888888888889,97.22222222222221,93.10722895439694
31977,2.5,0.0,0.24,0.05,138.88888888888889,111.1111111111111,79.12674484046374
31978,2.5,0.0,0.24,0.05,138.88888888888889,125.0,65.43563345856869
31979,2.5,0.0,0.24,0.05,138.88888888888889,138.88888888888889,51.36812078883911
31980,2.5,0.0,0.24,0.05,138.88888888888889,152.7777777777778,37.53143020738253
31981,2.5,0.0,0.24,0.05,138.88888888888889,166.66666666666669,23.59628801544664
31982,2.5,0.0,0.24,0.05,138.88888888888889,180.55555555555557,10.466819068759486
31983,2.5,0.0,0.24,0.05,150.0,105.0,100.71979341897402
31984,2.5,0.0,0.24,0.05,150.0,119.99999999999999,85.3988454640663
31985,2.5,0.0,0.24,0.05,150.0,135.0,70.54099211734126
31986,2.5,0.0,0.24,0.05,150.0,150.0,55.59631641173619
31987,2.5,0.0,0.24,0.05,150.0,165.0,40.58159659624607
31988,2.5,0.0,0.24,0.05,150.0,180.00000000000003,25.674998828582744
31989,2.5,0.0,0.24,0.05,150.0,195.0,11.39518414204313
31990,2.5,0.0,0.24,0.12000000000000001,50.0,35.0,33.55667513296757
31991,2.5,0.0,0.24,0.12000000000000001,50.0,40.0,28.66423702915156
31992,2.5,0.0,0.24,0.12000000000000001,50.0,45.0,23.574121352894252
31993,2.5,0.0,0.24,0.12000000000000001,50.0,50.0,18.534717757240088
31994,2.5,0.0,0.24,0.12000000000000001,50.0,55.00000000000001,13.56126619725983
31995,2.5,0.0,0.24,0.12000000000000001,50.0,60.00000000000001,8.881705672767971
31996,2.5,0.0,0.24,0.12000000000000001,50.0,65.0,5.188854125023228
31997,2.5,0.0,0.24,0.12000000000000001,61.111111111111114,42.77777777777778,40.91344101709822
31998,2.5,0.0,0.24,0.12000000000000001,61.111111111111114,48.888888888888886,34.997920518781186
31999,2.5,0.0,0.24,0.12000000000000001,61.111111111111114,55.00000000000001,28.86768569205828
32000,2.5,0.0,0.24,0.12000000000000001,61.111111111111114,61.111111111111114,22.645638282817796
32001,2.5,0.0,0.24,0.12000000000000001,61.111111111111114,67.22222222222223,16.634186011461658
32002,2.5,0.0,0.24,0.12000000000000001,61.111111111111114,73.33333333333334,11.008570139366718
32003,2.5,0.0,0.24,0.12000000000000001,61.111111111111114,79.44444444444446,6.2944858576763245
32004,2.5,0.0,0.24,0.12000000000000001,72.22222222222223,50.55555555555556,48.32919572299468
32005,2.5,0.0,0.24,0.12000000000000001,72.22222222222223,57.77777777777778,41.32709690680805
32006,2.5,0.0,0.24,0.12000000000000001,72.22222222222223,65.00000000000001,34.068979027202865
32007,2.5,0.0,0.24,0.12000000000000001,72.22222222222223,72.22222222222223,26.653245794961492
32008,2.5,0.0,0.24,0.12000000000000001,72.22222222222223,79.44444444444446,19.574201878594053
32009,2.5,0.0,0.24,0.12000000000000001,72.22222222222223,86.66666666666669,12.745967557470882
32010,2.5,0.0,0.24,0.12000000000000001,72.22222222222223,93.8888888888889,7.424780210709259
32011,2.5,0.0,0.24,0.12000000000000001,83.33333333333333,58.33333333333333,55.744704508588704
32012,2.5,0.0,0.24,0.12000000000000001,83.33333333333333,66.66666666666666,47.336516768512126
32013,2.5,0.0,0.24,0.12000000000000001,83.33333333333333,75.0,39.20159202088756
32014,2.5,0.0,0.24,0.12000000000000001,83.33333333333333,83.33333333333333,30.834376211689378
32015,2.5,0.0,0.24,0.12000000000000001,83.33333333333333,91.66666666666667,23.038024480364477
32016,2.5,0.0,0.24,0.12000000000000001,83.33333333333333,100.00000000000001,15.06723536151974
32017,2.5,0.0,0.24,0.12000000000000001,83.33333333333333,108.33333333333333,8.595288822195064
32018,2.5,0.0,0.24,0.12000000000000001,94.44444444444444,66.1111111111111,63.39751040393396
32019,2.5,0.0,0.24,0.12000000000000001,94.44444444444444,75.55555555555554,53.87133084456465
32020,2.5,0.0,0.24,0.12000000000000001,94.44444444444444,85.0,44.39004660097882
32021,2.5,0.0,0.24,0.12000000000000001,94.44444444444444,94.44444444444444,35.00593145965788
32022,2.5,0.0,0.24,0.12000000000000001,94.44444444444444,103.8888888888889,25.78012170322234
32023,2.5,0.0,0.24,0.12000000000000001,94.44444444444444,113.33333333333334,16.830632916741603
32024,2.5,0.0,0.24,0.12000000000000001,94.44444444444444,122.77777777777779,9.64608083023487
32025,2.5,0.0,0.24,0.12000000000000001,105.55555555555556,73.88888888888889,71.00014893830883
32026,2.5,0.0,0.24,0.12000000000000001,105.55555555555556,84.44444444444444,60.423312676338945
32027,2.5,0.0,0.24,0.12000000000000001,105.55555555555556,95.0,49.62362169485325
32028,2.5,0.0,0.24,0.12000000000000001,105.55555555555556,105.55555555555556,39.01814306888129
32029,2.5,0.0,0.24,0.12000000000000001,105.55555555555556,116.11111111111113,28.812415858226903
32030,2.5,0.0,0.24,0.12000000000000001,105.55555555555556,126.66666666666669,18.79229538452544
32031,2.5,0.0,0.24,0.12000000000000001,105.55555555555556,137.22222222222223,11.253270300972758
32032,2.5,0.0,0.24,0.12000000000000001,116.66666666666666,81.66666666666666,78.44782635783827
32033,2.5,0.0,0.24,0.12000000000000001,116.66666666666666,93.33333333333331,66.68031371327139
32034,2.5,0.0,0.24,0.12000000000000001,116.66666666666666,105.0,54.668579109134875
32035,2.5,0.0,0.24,0.12000000000000001,116.66666666666666,116.66666666666666,43.297754285933195
32036,2.5,0.0,0.24,0.12000000000000001,116.66666666666666,128.33333333333334,31.60705509216717
32037,2.5,0.0,0.24,0.12000000000000001,116.66666666666666,140.0,20.903166961624635
32038,2.5,0.0,0.24,0.12000000000000001,116.66666666666666,151.66666666666666,12.436706262168276
32039,2.5,0.0,0.24,0.12000000000000001,127.77777777777777,89.44444444444443,85.81548055608056
32040,2.5,0.0,0.24,0.12000000000000001,127.77777777777777,102.22222222222221,72.42077472305537
32041,2.5,0.0,0.24,0.12000000000000001,127.77777777777777,115.0,59.86960589962082
32042,2.5,0.0,0.24,0.12000000000000001,127.77777777777777,127.77777777777777,46.85948564813741
32043,2.5,0.0,0.24,0.12000000000000001,127.77777777777777,140.55555555555557,34.91727629429626
32044,2.5,0.0,0.24,0.12000000000000001,127.77777777777777,153.33333333333334,22.81855636956654
32045,2.5,0.0,0.24,0.12000000000000001,127.77777777777777,166.11111111111111,13.201240492780391
32046,2.5,0.0,0.24,0.12000000000000001,138.88888888888889,97.22222222222221,92.66781853572229
32047,2.5,0.0,0.24,0.12000000000000001,138.88888888888889,111.1111111111111,79.38344539376415
32048,2.5,0.0,0.24,0.12000000000000001,138.88888888888889,125.0,65.56340389266497
32049,2.5,0.0,0.24,0.12000000000000001,138.88888888888889,138.88888888888889,51.14066937607703
32050,2.5,0.0,0.24,0.12000000000000001,138.88888888888889,152.7777777777778,37.59637405550222
32051,2.5,0.0,0.24,0.12000000000000001,138.88888888888889,166.66666666666669,25.13112931731928
32052,2.5,0.0,0.24,0.12000000000000001,138.88888888888889,180.55555555555557,14.353590688588444
32053,2.5,0.0,0.24,0.12000000000000001,150.0,105.0,100.59260301977379
32054,2.5,0.0,0.24,0.12000000000000001,150.0,119.99999999999999,85.73819682953997
32055,2.5,0.0,0.24,0.12000000000000001,150.0,135.0,70.31370686556019
32056,2.5,0.0,0.24,0.12000000000000001,150.0,150.0,55.53391559295794
32057,2.5,0.0,0.24,0.12000000000000001,150.0,165.0,40.32668331877201
32058,2.5,0.0,0.24,0.12000000000000001,150.0,180.00000000000003,26.919643943122676
32059,2.5,0.0,0.24,0.12000000000000001,150.0,195.0,15.542690411636794
32060,2.5,0.0,0.24,0.19,50.0,35.0,33.326195267394695
32061,2.5,0.0,0.24,0.19,50.0,40.0,28.42185245001401
32062,2.5,0.0,0.24,0.19,50.0,45.0,23.664242440472684
32063,2.5,0.0,0.24,0.19,50.0,50.0,18.639097017296503
32064,2.5,0.0,0.24,0.19,50.0,55.00000000000001,14.162747583099756
32065,2.5,0.0,0.24,0.19,50.0,60.00000000000001,9.968439059347224
32066,2.5,0.0,0.24,0.19,50.0,65.0,6.880918554732293
32067,2.5,0.0,0.24,0.19,61.111111111111114,42.77777777777778,40.967227350941876
32068,2.5,0.0,0.24,0.19,61.111111111111114,48.888888888888886,35.14177907195188
32069,2.5,0.0,0.24,0.19,61.111111111111114,55.00000000000001,28.78939019935427
32070,2.5,0.0,0.24,0.19,61.111111111111114,61.111111111111114,22.70464579890553
32071,2.5,0.0,0.24,0.19,61.111111111111114,67.22222222222223,17.325434507713577
32072,2.5,0.0,0.24,0.19,61.111111111111114,73.33333333333334,12.357276984571334
32073,2.5,0.0,0.24,0.19,61.111111111111114,79.44444444444446,8.423594658796025
32074,2.5,0.0,0.24,0.19,72.22222222222223,50.55555555555556,48.205117369204174
32075,2.5,0.0,0.24,0.19,72.22222222222223,57.77777777777778,40.98455806046901
32076,2.5,0.0,0.24,0.19,72.22222222222223,65.00000000000001,33.94849539473524
32077,2.5,0.0,0.24,0.19,72.22222222222223,72.22222222222223,27.251065340493504
32078,2.5,0.0,0.24,0.19,72.22222222222223,79.44444444444446,20.77726587531374
32079,2.5,0.0,0.24,0.19,72.22222222222223,86.66666666666669,14.493452022828581
32080,2.5,0.0,0.24,0.19,72.22222222222223,93.8888888888889,9.940712537543483
32081,2.5,0.0,0.24,0.19,83.33333333333333,58.33333333333333,55.8703773242075
