,T,n_step,r,mu,sigma,S0,K,Price
36310,2.5,660.0,0.06,0.12,0.19,127.77777777777777,102.22222222222221,40.08580972806433
36311,2.5,660.0,0.06,0.12,0.19,127.77777777777777,115.0,29.31095580390737
36312,2.5,660.0,0.06,0.12,0.19,127.77777777777777,127.77777777777777,20.388604693131676
36313,2.5,660.0,0.06,0.12,0.19,127.77777777777777,140.55555555555557,12.848934193805016
36314,2.5,660.0,0.06,0.12,0.19,127.77777777777777,153.33333333333334,7.602391619809985
36315,2.5,660.0,0.06,0.12,0.19,127.77777777777777,166.11111111111111,4.33240829463932
36316,2.5,660.0,0.06,0.12,0.19,138.88888888888889,97.22222222222221,55.83450010082686
36317,2.5,660.0,0.06,0.12,0.19,138.88888888888889,111.1111111111111,44.458768465215755
36318,2.5,660.0,0.06,0.12,0.19,138.88888888888889,125.0,32.73804454801237
36319,2.5,660.0,0.06,0.12,0.19,138.88888888888889,138.88888888888889,22.317471912419734
36320,2.5,660.0,0.06,0.12,0.19,138.88888888888889,152.7777777777778,14.243373473151918
36321,2.5,660.0,0.06,0.12,0.19,138.88888888888889,166.66666666666669,8.207327269463216
36322,2.5,660.0,0.06,0.12,0.19,138.88888888888889,180.55555555555557,4.643358080875061
36323,2.5,660.0,0.06,0.12,0.19,150.0,105.0,60.547033838019466
36324,2.5,660.0,0.06,0.12,0.19,150.0,119.99999999999999,47.49740746306836
36325,2.5,660.0,0.06,0.12,0.19,150.0,135.0,34.5559011912303
36326,2.5,660.0,0.06,0.12,0.19,150.0,150.0,24.53347187234967
36327,2.5,660.0,0.06,0.12,0.19,150.0,165.0,15.215020276394766
36328,2.5,660.0,0.06,0.12,0.19,150.0,180.00000000000003,9.045610390640725
36329,2.5,660.0,0.06,0.12,0.19,150.0,195.0,4.946094065401165
36330,2.5,660.0,0.06,0.12,0.26,50.0,35.0,20.290702892915224
36331,2.5,660.0,0.06,0.12,0.26,50.0,40.0,15.785122481684661
36332,2.5,660.0,0.06,0.12,0.26,50.0,45.0,12.389488955220681
36333,2.5,660.0,0.06,0.12,0.26,50.0,50.0,8.865434999448281
36334,2.5,660.0,0.06,0.12,0.26,50.0,55.00000000000001,6.323560239608816
36335,2.5,660.0,0.06,0.12,0.26,50.0,60.00000000000001,4.37754364007426
36336,2.5,660.0,0.06,0.12,0.26,50.0,65.0,2.7723642219770004
36337,2.5,660.0,0.06,0.12,0.26,61.111111111111114,42.77777777777778,24.381049380814783
36338,2.5,660.0,0.06,0.12,0.26,61.111111111111114,48.888888888888886,19.67778084930446
36339,2.5,660.0,0.06,0.12,0.26,61.111111111111114,55.00000000000001,15.18978191151613
36340,2.5,660.0,0.06,0.12,0.26,61.111111111111114,61.111111111111114,10.843169110727235
36341,2.5,660.0,0.06,0.12,0.26,61.111111111111114,67.22222222222223,7.566824872099677
36342,2.5,660.0,0.06,0.12,0.26,61.111111111111114,73.33333333333334,5.201889243655525
36343,2.5,660.0,0.06,0.12,0.26,61.111111111111114,79.44444444444446,3.4788138811199056
36344,2.5,660.0,0.06,0.12,0.26,72.22222222222223,50.55555555555556,29.159562818436275
36345,2.5,660.0,0.06,0.12,0.26,72.22222222222223,57.77777777777778,22.921757181179284
36346,2.5,660.0,0.06,0.12,0.26,72.22222222222223,65.00000000000001,17.611454442780893
36347,2.5,660.0,0.06,0.12,0.26,72.22222222222223,72.22222222222223,12.82577553643743
36348,2.5,660.0,0.06,0.12,0.26,72.22222222222223,79.44444444444446,9.019384234617608
36349,2.5,660.0,0.06,0.12,0.26,72.22222222222223,86.66666666666669,6.228220051072376
36350,2.5,660.0,0.06,0.12,0.26,72.22222222222223,93.8888888888889,3.9527632984958068
36351,2.5,660.0,0.06,0.12,0.26,83.33333333333333,58.33333333333333,33.874207065291415
36352,2.5,660.0,0.06,0.12,0.26,83.33333333333333,66.66666666666666,26.800239451333038
36353,2.5,660.0,0.06,0.12,0.26,83.33333333333333,75.0,20.28990276071076
36354,2.5,660.0,0.06,0.12,0.26,83.33333333333333,83.33333333333333,14.878572393817617
36355,2.5,660.0,0.06,0.12,0.26,83.33333333333333,91.66666666666667,10.616391431891978
36356,2.5,660.0,0.06,0.12,0.26,83.33333333333333,100.00000000000001,7.049493061138205
36357,2.5,660.0,0.06,0.12,0.26,83.33333333333333,108.33333333333333,4.662410653959561
36358,2.5,660.0,0.06,0.12,0.26,94.44444444444444,66.1111111111111,38.19733500440603
36359,2.5,660.0,0.06,0.12,0.26,94.44444444444444,75.55555555555554,30.135206618635113
36360,2.5,660.0,0.06,0.12,0.26,94.44444444444444,85.0,22.505647560509733
36361,2.5,660.0,0.06,0.12,0.26,94.44444444444444,94.44444444444444,17.052996553174687
36362,2.5,660.0,0.06,0.12,0.26,94.44444444444444,103.8888888888889,12.271910209833482
36363,2.5,660.0,0.06,0.12,0.26,94.44444444444444,113.33333333333334,8.05358607750911
36364,2.5,660.0,0.06,0.12,0.26,94.44444444444444,122.77777777777779,5.6409416523528115
36365,2.5,660.0,0.06,0.12,0.26,105.55555555555556,73.88888888888889,42.36825645540514
36366,2.5,660.0,0.06,0.12,0.26,105.55555555555556,84.44444444444444,33.90913277708003
36367,2.5,660.0,0.06,0.12,0.26,105.55555555555556,95.0,26.02246779693928
36368,2.5,660.0,0.06,0.12,0.26,105.55555555555556,105.55555555555556,18.802649320842523
36369,2.5,660.0,0.06,0.12,0.26,105.55555555555556,116.11111111111113,12.990021868015454
36370,2.5,660.0,0.06,0.12,0.26,105.55555555555556,126.66666666666669,8.876431980169256
36371,2.5,660.0,0.06,0.12,0.26,105.55555555555556,137.22222222222223,6.113428822161454
36372,2.5,660.0,0.06,0.12,0.26,116.66666666666666,81.66666666666666,46.9093112563685
36373,2.5,660.0,0.06,0.12,0.26,116.66666666666666,93.33333333333331,37.45990716333911
36374,2.5,660.0,0.06,0.12,0.26,116.66666666666666,105.0,28.433762555720122
36375,2.5,660.0,0.06,0.12,0.26,116.66666666666666,116.66666666666666,20.662143788308793
36376,2.5,660.0,0.06,0.12,0.26,116.66666666666666,128.33333333333334,14.631667987845432
36377,2.5,660.0,0.06,0.12,0.26,116.66666666666666,140.0,9.631278123448407
36378,2.5,660.0,0.06,0.12,0.26,116.66666666666666,151.66666666666666,6.5014411955611475
36379,2.5,660.0,0.06,0.12,0.26,127.77777777777777,89.44444444444443,51.555226240540364
36380,2.5,660.0,0.06,0.12,0.26,127.77777777777777,102.22222222222221,41.4325821451179
36381,2.5,660.0,0.06,0.12,0.26,127.77777777777777,115.0,30.795957322759232
36382,2.5,660.0,0.06,0.12,0.26,127.77777777777777,127.77777777777777,23.08634978852481
36383,2.5,660.0,0.06,0.12,0.26,127.77777777777777,140.55555555555557,16.448723723232632
36384,2.5,660.0,0.06,0.12,0.26,127.77777777777777,153.33333333333334,10.827849173300999
36385,2.5,660.0,0.06,0.12,0.26,127.77777777777777,166.11111111111111,7.316387816121046
36386,2.5,660.0,0.06,0.12,0.26,138.88888888888889,97.22222222222221,55.579241229210105
36387,2.5,660.0,0.06,0.12,0.26,138.88888888888889,111.1111111111111,44.38872857791375
36388,2.5,660.0,0.06,0.12,0.26,138.88888888888889,125.0,33.91390222642392
36389,2.5,660.0,0.06,0.12,0.26,138.88888888888889,138.88888888888889,24.82832935943536
36390,2.5,660.0,0.06,0.12,0.26,138.88888888888889,152.7777777777778,17.658610866629367
36391,2.5,660.0,0.06,0.12,0.26,138.88888888888889,166.66666666666669,12.327161654926728
36392,2.5,660.0,0.06,0.12,0.26,138.88888888888889,180.55555555555557,7.910543426870851
36393,2.5,660.0,0.06,0.12,0.26,150.0,105.0,59.669969514708136
36394,2.5,660.0,0.06,0.12,0.26,150.0,119.99999999999999,47.718657149292426
36395,2.5,660.0,0.06,0.12,0.26,150.0,135.0,36.52400871422111
36396,2.5,660.0,0.06,0.12,0.26,150.0,150.0,26.8637119915236
36397,2.5,660.0,0.06,0.12,0.26,150.0,165.0,18.479199470530805
36398,2.5,660.0,0.06,0.12,0.26,150.0,180.00000000000003,12.398553760844303
36399,2.5,660.0,0.06,0.12,0.26,150.0,195.0,8.454542077581781
36400,2.5,660.0,0.06,0.12,0.33,50.0,35.0,20.43138758352411
36401,2.5,660.0,0.06,0.12,0.33,50.0,40.0,16.43204180632396
36402,2.5,660.0,0.06,0.12,0.33,50.0,45.0,12.662104938135359
36403,2.5,660.0,0.06,0.12,0.33,50.0,50.0,10.090189620853671
36404,2.5,660.0,0.06,0.12,0.33,50.0,55.00000000000001,7.5910169792547855
36405,2.5,660.0,0.06,0.12,0.33,50.0,60.00000000000001,5.60237053632678
36406,2.5,660.0,0.06,0.12,0.33,50.0,65.0,4.14832229530152
36407,2.5,660.0,0.06,0.12,0.33,61.111111111111114,42.77777777777778,24.779438821651343
36408,2.5,660.0,0.06,0.12,0.33,61.111111111111114,48.888888888888886,20.113650555732352
36409,2.5,660.0,0.06,0.12,0.33,61.111111111111114,55.00000000000001,15.798299634173691
36410,2.5,660.0,0.06,0.12,0.33,61.111111111111114,61.111111111111114,12.261191432755941
36411,2.5,660.0,0.06,0.12,0.33,61.111111111111114,67.22222222222223,8.977011325356965
36412,2.5,660.0,0.06,0.12,0.33,61.111111111111114,73.33333333333334,6.882385272774608
36413,2.5,660.0,0.06,0.12,0.33,61.111111111111114,79.44444444444446,4.891325966978037
36414,2.5,660.0,0.06,0.12,0.33,72.22222222222223,50.55555555555556,29.23950598833254
36415,2.5,660.0,0.06,0.12,0.33,72.22222222222223,57.77777777777778,23.426361204795796
36416,2.5,660.0,0.06,0.12,0.33,72.22222222222223,65.00000000000001,18.705755711118734
36417,2.5,660.0,0.06,0.12,0.33,72.22222222222223,72.22222222222223,14.574400253342818
36418,2.5,660.0,0.06,0.12,0.33,72.22222222222223,79.44444444444446,11.15042515368434
36419,2.5,660.0,0.06,0.12,0.33,72.22222222222223,86.66666666666669,8.348492498770195
36420,2.5,660.0,0.06,0.12,0.33,72.22222222222223,93.8888888888889,6.2814975441381655
36421,2.5,660.0,0.06,0.12,0.33,83.33333333333333,58.33333333333333,34.28020443267655
36422,2.5,660.0,0.06,0.12,0.33,83.33333333333333,66.66666666666666,27.7862657085888
36423,2.5,660.0,0.06,0.12,0.33,83.33333333333333,75.0,21.29522603977069
36424,2.5,660.0,0.06,0.12,0.33,83.33333333333333,83.33333333333333,16.50275920124855
36425,2.5,660.0,0.06,0.12,0.33,83.33333333333333,91.66666666666667,12.401361583493522
36426,2.5,660.0,0.06,0.12,0.33,83.33333333333333,100.00000000000001,9.428867345174789
36427,2.5,660.0,0.06,0.12,0.33,83.33333333333333,108.33333333333333,6.608321763217468
36428,2.5,660.0,0.06,0.12,0.33,94.44444444444444,66.1111111111111,38.02447150634669
36429,2.5,660.0,0.06,0.12,0.33,94.44444444444444,75.55555555555554,31.305773225723385
36430,2.5,660.0,0.06,0.12,0.33,94.44444444444444,85.0,24.26726253852795
36431,2.5,660.0,0.06,0.12,0.33,94.44444444444444,94.44444444444444,18.63525323958627
36432,2.5,660.0,0.06,0.12,0.33,94.44444444444444,103.8888888888889,14.296623060290969
36433,2.5,660.0,0.06,0.12,0.33,94.44444444444444,113.33333333333334,10.96707885642372
36434,2.5,660.0,0.06,0.12,0.33,94.44444444444444,122.77777777777779,7.645290863123777
36435,2.5,660.0,0.06,0.12,0.33,105.55555555555556,73.88888888888889,42.57833022802904
36436,2.5,660.0,0.06,0.12,0.33,105.55555555555556,84.44444444444444,34.897711703784836
36437,2.5,660.0,0.06,0.12,0.33,105.55555555555556,95.0,27.57051390115689
36438,2.5,660.0,0.06,0.12,0.33,105.55555555555556,105.55555555555556,20.941148797899718
36439,2.5,660.0,0.06,0.12,0.33,105.55555555555556,116.11111111111113,15.943717663407314
36440,2.5,660.0,0.06,0.12,0.33,105.55555555555556,126.66666666666669,11.910515503748162
36441,2.5,660.0,0.06,0.12,0.33,105.55555555555556,137.22222222222223,8.687707806095275
36442,2.5,660.0,0.06,0.12,0.33,116.66666666666666,81.66666666666666,46.8892258508898
36443,2.5,660.0,0.06,0.12,0.33,116.66666666666666,93.33333333333331,37.84434473047254
36444,2.5,660.0,0.06,0.12,0.33,116.66666666666666,105.0,29.78921207057115
36445,2.5,660.0,0.06,0.12,0.33,116.66666666666666,116.66666666666666,23.12604304357342
36446,2.5,660.0,0.06,0.12,0.33,116.66666666666666,128.33333333333334,17.709874335357465
36447,2.5,660.0,0.06,0.12,0.33,116.66666666666666,140.0,12.808353025496432
36448,2.5,660.0,0.06,0.12,0.33,116.66666666666666,151.66666666666666,9.62235475732718
36449,2.5,660.0,0.06,0.12,0.33,127.77777777777777,89.44444444444443,52.07526154005267
36450,2.5,660.0,0.06,0.12,0.33,127.77777777777777,102.22222222222221,41.502615784646075
36451,2.5,660.0,0.06,0.12,0.33,127.77777777777777,115.0,33.30417841094207
36452,2.5,660.0,0.06,0.12,0.33,127.77777777777777,127.77777777777777,25.973131864786065
36453,2.5,660.0,0.06,0.12,0.33,127.77777777777777,140.55555555555557,19.343274822478396
36454,2.5,660.0,0.06,0.12,0.33,127.77777777777777,153.33333333333334,15.073451196009126
36455,2.5,660.0,0.06,0.12,0.33,127.77777777777777,166.11111111111111,10.653229157817407
36456,2.5,660.0,0.06,0.12,0.33,138.88888888888889,97.22222222222221,56.34516591834249
36457,2.5,660.0,0.06,0.12,0.33,138.88888888888889,111.1111111111111,45.956347622553665
36458,2.5,660.0,0.06,0.12,0.33,138.88888888888889,125.0,35.94648898832981
36459,2.5,660.0,0.06,0.12,0.33,138.88888888888889,138.88888888888889,27.743341087054457
36460,2.5,660.0,0.06,0.12,0.33,138.88888888888889,152.7777777777778,21.038710081022796
36461,2.5,660.0,0.06,0.12,0.33,138.88888888888889,166.66666666666669,16.133689098970528
36462,2.5,660.0,0.06,0.12,0.33,138.88888888888889,180.55555555555557,11.707386136833083
36463,2.5,660.0,0.06,0.12,0.33,150.0,105.0,60.60616513408126
36464,2.5,660.0,0.06,0.12,0.33,150.0,119.99999999999999,50.32345588279513
36465,2.5,660.0,0.06,0.12,0.33,150.0,135.0,38.887520047007534
36466,2.5,660.0,0.06,0.12,0.33,150.0,150.0,30.045087978245796
36467,2.5,660.0,0.06,0.12,0.33,150.0,165.0,22.83025321513456
36468,2.5,660.0,0.06,0.12,0.33,150.0,180.00000000000003,16.854550707290077
36469,2.5,660.0,0.06,0.12,0.33,150.0,195.0,12.330253179350843
36470,2.5,660.0,0.06,0.12,0.4,50.0,35.0,20.669301991714832
36471,2.5,660.0,0.06,0.12,0.4,50.0,40.0,17.04380582360384
36472,2.5,660.0,0.06,0.12,0.4,50.0,45.0,13.520495557077801
36473,2.5,660.0,0.06,0.12,0.4,50.0,50.0,10.934364965465548
36474,2.5,660.0,0.06,0.12,0.4,50.0,55.00000000000001,8.884107734845818
36475,2.5,660.0,0.06,0.12,0.4,50.0,60.00000000000001,6.885377059678898
36476,2.5,660.0,0.06,0.12,0.4,50.0,65.0,5.550648806999136
36477,2.5,660.0,0.06,0.12,0.4,61.111111111111114,42.77777777777778,25.295816740835694
36478,2.5,660.0,0.06,0.12,0.4,61.111111111111114,48.888888888888886,20.55096800400824
36479,2.5,660.0,0.06,0.12,0.4,61.111111111111114,55.00000000000001,17.018398178354648
36480,2.5,660.0,0.06,0.12,0.4,61.111111111111114,61.111111111111114,13.187204326754488
36481,2.5,660.0,0.06,0.12,0.4,61.111111111111114,67.22222222222223,11.069699990113493
36482,2.5,660.0,0.06,0.12,0.4,61.111111111111114,73.33333333333334,8.450588854480932
36483,2.5,660.0,0.06,0.12,0.4,61.111111111111114,79.44444444444446,6.526328749451483
36484,2.5,660.0,0.06,0.12,0.4,72.22222222222223,50.55555555555556,29.946736723380763
36485,2.5,660.0,0.06,0.12,0.4,72.22222222222223,57.77777777777778,24.373899287571884
36486,2.5,660.0,0.06,0.12,0.4,72.22222222222223,65.00000000000001,20.110255261849282
36487,2.5,660.0,0.06,0.12,0.4,72.22222222222223,72.22222222222223,16.117664827449104
36488,2.5,660.0,0.06,0.12,0.4,72.22222222222223,79.44444444444446,12.684603193477367
36489,2.5,660.0,0.06,0.12,0.4,72.22222222222223,86.66666666666669,10.138129491263266
36490,2.5,660.0,0.06,0.12,0.4,72.22222222222223,93.8888888888889,7.836021738464398
36491,2.5,660.0,0.06,0.12,0.4,83.33333333333333,58.33333333333333,34.158304172288
36492,2.5,660.0,0.06,0.12,0.4,83.33333333333333,66.66666666666666,28.316680765511826
36493,2.5,660.0,0.06,0.12,0.4,83.33333333333333,75.0,22.700991455335206
36494,2.5,660.0,0.06,0.12,0.4,83.33333333333333,83.33333333333333,18.388594314851183
36495,2.5,660.0,0.06,0.12,0.4,83.33333333333333,91.66666666666667,14.641564678819126
36496,2.5,660.0,0.06,0.12,0.4,83.33333333333333,100.00000000000001,11.515887646093397
36497,2.5,660.0,0.06,0.12,0.4,83.33333333333333,108.33333333333333,8.960237377963429
36498,2.5,660.0,0.06,0.12,0.4,94.44444444444444,66.1111111111111,38.6973650242224
36499,2.5,660.0,0.06,0.12,0.4,94.44444444444444,75.55555555555554,32.25397876358006
36500,2.5,660.0,0.06,0.12,0.4,94.44444444444444,85.0,26.712352029202215
36501,2.5,660.0,0.06,0.12,0.4,94.44444444444444,94.44444444444444,20.714222541979193
36502,2.5,660.0,0.06,0.12,0.4,94.44444444444444,103.8888888888889,16.581338306718827
36503,2.5,660.0,0.06,0.12,0.4,94.44444444444444,113.33333333333334,12.814735820592906
36504,2.5,660.0,0.06,0.12,0.4,94.44444444444444,122.77777777777779,10.33482963996988
36505,2.5,660.0,0.06,0.12,0.4,105.55555555555556,73.88888888888889,43.720775033814355
36506,2.5,660.0,0.06,0.12,0.4,105.55555555555556,84.44444444444444,35.585027577027674
36507,2.5,660.0,0.06,0.12,0.4,105.55555555555556,95.0,28.96339770924496
36508,2.5,660.0,0.06,0.12,0.4,105.55555555555556,105.55555555555556,23.22529485461698
36509,2.5,660.0,0.06,0.12,0.4,105.55555555555556,116.11111111111113,18.493313715655432
36510,2.5,660.0,0.06,0.12,0.4,105.55555555555556,126.66666666666669,14.997422473675329
36511,2.5,660.0,0.06,0.12,0.4,105.55555555555556,137.22222222222223,11.581388475836466
36512,2.5,660.0,0.06,0.12,0.4,116.66666666666666,81.66666666666666,47.98931454631348
36513,2.5,660.0,0.06,0.12,0.4,116.66666666666666,93.33333333333331,39.37635745517971
36514,2.5,660.0,0.06,0.12,0.4,116.66666666666666,105.0,31.104319129362985
36515,2.5,660.0,0.06,0.12,0.4,116.66666666666666,116.66666666666666,25.822363817395104
36516,2.5,660.0,0.06,0.12,0.4,116.66666666666666,128.33333333333334,20.625199002392876
36517,2.5,660.0,0.06,0.12,0.4,116.66666666666666,140.0,16.6866524119248
36518,2.5,660.0,0.06,0.12,0.4,116.66666666666666,151.66666666666666,12.542667730035964
36519,2.5,660.0,0.06,0.12,0.4,127.77777777777777,89.44444444444443,53.023557089907904
36520,2.5,660.0,0.06,0.12,0.4,127.77777777777777,102.22222222222221,43.027235894391694
36521,2.5,660.0,0.06,0.12,0.4,127.77777777777777,115.0,35.292316322317895
36522,2.5,660.0,0.06,0.12,0.4,127.77777777777777,127.77777777777777,28.197226993605994
36523,2.5,660.0,0.06,0.12,0.4,127.77777777777777,140.55555555555557,22.19006151772761
36524,2.5,660.0,0.06,0.12,0.4,127.77777777777777,153.33333333333334,17.512070180240002
36525,2.5,660.0,0.06,0.12,0.4,127.77777777777777,166.11111111111111,13.859723492423587
36526,2.5,660.0,0.06,0.12,0.4,138.88888888888889,97.22222222222221,57.3156758361229
36527,2.5,660.0,0.06,0.12,0.4,138.88888888888889,111.1111111111111,47.721465567967975
36528,2.5,660.0,0.06,0.12,0.4,138.88888888888889,125.0,39.09806406843653
36529,2.5,660.0,0.06,0.12,0.4,138.88888888888889,138.88888888888889,30.054432759705264
36530,2.5,660.0,0.06,0.12,0.4,138.88888888888889,152.7777777777778,24.205923365404786
36531,2.5,660.0,0.06,0.12,0.4,138.88888888888889,166.66666666666669,19.530805653376905
36532,2.5,660.0,0.06,0.12,0.4,138.88888888888889,180.55555555555557,15.166731596797934
36533,2.5,660.0,0.06,0.12,0.4,150.0,105.0,61.80745034527368
36534,2.5,660.0,0.06,0.12,0.4,150.0,119.99999999999999,50.79820617699606
36535,2.5,660.0,0.06,0.12,0.4,150.0,135.0,41.664885722859616
36536,2.5,660.0,0.06,0.12,0.4,150.0,150.0,33.13037725772025
36537,2.5,660.0,0.06,0.12,0.4,150.0,165.0,25.875340562781997
36538,2.5,660.0,0.06,0.12,0.4,150.0,180.00000000000003,20.620224414656825
36539,2.5,660.0,0.06,0.12,0.4,150.0,195.0,16.805648183362553
36540,2.5,660.0,0.06,0.18,0.05,50.0,35.0,24.195333592693586
36541,2.5,660.0,0.06,0.18,0.05,50.0,40.0,19.881418631687218
36542,2.5,660.0,0.06,0.18,0.05,50.0,45.0,15.629202368145693
36543,2.5,660.0,0.06,0.18,0.05,50.0,50.0,11.277906577762838
36544,2.5,660.0,0.06,0.18,0.05,50.0,55.00000000000001,7.025885780964986
36545,2.5,660.0,0.06,0.18,0.05,50.0,60.00000000000001,2.8892565761264866
36546,2.5,660.0,0.06,0.18,0.05,50.0,65.0,0.4392604884906861
36547,2.5,660.0,0.06,0.18,0.05,61.111111111111114,42.77777777777778,29.62418804642909
36548,2.5,660.0,0.06,0.18,0.05,61.111111111111114,48.888888888888886,24.393798983212008
36549,2.5,660.0,0.06,0.18,0.05,61.111111111111114,55.00000000000001,19.123237870583157
36550,2.5,660.0,0.06,0.18,0.05,61.111111111111114,61.111111111111114,13.832109718806862
36551,2.5,660.0,0.06,0.18,0.05,61.111111111111114,67.22222222222223,8.512679115893812
36552,2.5,660.0,0.06,0.18,0.05,61.111111111111114,73.33333333333334,3.551933354073528
36553,2.5,660.0,0.06,0.18,0.05,61.111111111111114,79.44444444444446,0.5603497249298572
36554,2.5,660.0,0.06,0.18,0.05,72.22222222222223,50.55555555555556,35.06388372468601
36555,2.5,660.0,0.06,0.18,0.05,72.22222222222223,57.77777777777778,28.825335240242485
36556,2.5,660.0,0.06,0.18,0.05,72.22222222222223,65.00000000000001,22.59051892379175
36557,2.5,660.0,0.06,0.18,0.05,72.22222222222223,72.22222222222223,16.32158247612005
36558,2.5,660.0,0.06,0.18,0.05,72.22222222222223,79.44444444444446,10.098341941711503
36559,2.5,660.0,0.06,0.18,0.05,72.22222222222223,86.66666666666669,4.170725525403551
36560,2.5,660.0,0.06,0.18,0.05,72.22222222222223,93.8888888888889,0.6456414716243556
36561,2.5,660.0,0.06,0.18,0.05,83.33333333333333,58.33333333333333,40.37714482163416
36562,2.5,660.0,0.06,0.18,0.05,83.33333333333333,66.66666666666666,33.218277564198466
36563,2.5,660.0,0.06,0.18,0.05,83.33333333333333,75.0,26.058965425977977
36564,2.5,660.0,0.06,0.18,0.05,83.33333333333333,83.33333333333333,18.876306513514233
36565,2.5,660.0,0.06,0.18,0.05,83.33333333333333,91.66666666666667,11.604289955329024
36566,2.5,660.0,0.06,0.18,0.05,83.33333333333333,100.00000000000001,4.817845044662314
36567,2.5,660.0,0.06,0.18,0.05,83.33333333333333,108.33333333333333,0.7719196632203753
36568,2.5,660.0,0.06,0.18,0.05,94.44444444444444,66.1111111111111,45.716019590970255
36569,2.5,660.0,0.06,0.18,0.05,94.44444444444444,75.55555555555554,37.57030244834527
36570,2.5,660.0,0.06,0.18,0.05,94.44444444444444,85.0,29.51548987580103
36571,2.5,660.0,0.06,0.18,0.05,94.44444444444444,94.44444444444444,21.400084303199204
36572,2.5,660.0,0.06,0.18,0.05,94.44444444444444,103.8888888888889,13.211880340489618
36573,2.5,660.0,0.06,0.18,0.05,94.44444444444444,113.33333333333334,5.372260098396391
36574,2.5,660.0,0.06,0.18,0.05,94.44444444444444,122.77777777777779,0.8674424704127845
36575,2.5,660.0,0.06,0.18,0.05,105.55555555555556,73.88888888888889,51.23684141254573
36576,2.5,660.0,0.06,0.18,0.05,105.55555555555556,84.44444444444444,42.02746715698778
36577,2.5,660.0,0.06,0.18,0.05,105.55555555555556,95.0,33.06339999095856
36578,2.5,660.0,0.06,0.18,0.05,105.55555555555556,105.55555555555556,23.88343144239671
36579,2.5,660.0,0.06,0.18,0.05,105.55555555555556,116.11111111111113,14.815011039964709
36580,2.5,660.0,0.06,0.18,0.05,105.55555555555556,126.66666666666669,6.127117810954696
36581,2.5,660.0,0.06,0.18,0.05,105.55555555555556,137.22222222222223,0.9707521763005331
36582,2.5,660.0,0.06,0.18,0.05,116.66666666666666,81.66666666666666,56.56523196636068
36583,2.5,660.0,0.06,0.18,0.05,116.66666666666666,93.33333333333331,46.489338801818306
36584,2.5,660.0,0.06,0.18,0.05,116.66666666666666,105.0,36.46760122635844
36585,2.5,660.0,0.06,0.18,0.05,116.66666666666666,116.66666666666666,26.474903002198886
36586,2.5,660.0,0.06,0.18,0.05,116.66666666666666,128.33333333333334,16.356061535387855
36587,2.5,660.0,0.06,0.18,0.05,116.66666666666666,140.0,6.795172228765653
36588,2.5,660.0,0.06,0.18,0.05,116.66666666666666,151.66666666666666,1.0721639983890658
36589,2.5,660.0,0.06,0.18,0.05,127.77777777777777,89.44444444444443,61.95501117367857
36590,2.5,660.0,0.06,0.18,0.05,127.77777777777777,102.22222222222221,50.94818029079012
36591,2.5,660.0,0.06,0.18,0.05,127.77777777777777,115.0,40.005021691286196
36592,2.5,660.0,0.06,0.18,0.05,127.77777777777777,127.77777777777777,28.964798865987213
36593,2.5,660.0,0.06,0.18,0.05,127.77777777777777,140.55555555555557,17.875538714287647
36594,2.5,660.0,0.06,0.18,0.05,127.77777777777777,153.33333333333334,7.339519684179783
