,T,n_step,r,mu,sigma,S0,K,Price
18144,1.5,396.0,0.03,0.06,0.12000000000000001,72.22222222222223,50.55555555555556,23.819944293692227
18145,1.5,396.0,0.03,0.06,0.12000000000000001,72.22222222222223,57.77777777777778,16.989325110983124
18146,1.5,396.0,0.03,0.06,0.12000000000000001,72.22222222222223,65.00000000000001,10.221486831550015
18147,1.5,396.0,0.03,0.06,0.12000000000000001,72.22222222222223,72.22222222222223,4.369807636873874
18148,1.5,396.0,0.03,0.06,0.12000000000000001,72.22222222222223,79.44444444444446,1.1854118982948292
18149,1.5,396.0,0.03,0.06,0.12000000000000001,72.22222222222223,86.66666666666669,0.1462864419638757
18150,1.5,396.0,0.03,0.06,0.12000000000000001,72.22222222222223,93.8888888888889,0.01451144113369734
18151,1.5,396.0,0.03,0.06,0.12000000000000001,83.33333333333333,58.33333333333333,27.564733970934828
18152,1.5,396.0,0.03,0.06,0.12000000000000001,83.33333333333333,66.66666666666666,19.528516068949052
18153,1.5,396.0,0.03,0.06,0.12000000000000001,83.33333333333333,75.0,11.784190291179465
18154,1.5,396.0,0.03,0.06,0.12000000000000001,83.33333333333333,83.33333333333333,5.065456924313182
18155,1.5,396.0,0.03,0.06,0.12000000000000001,83.33333333333333,91.66666666666667,1.288549010217778
18156,1.5,396.0,0.03,0.06,0.12000000000000001,83.33333333333333,100.00000000000001,0.19646436666165867
18157,1.5,396.0,0.03,0.06,0.12000000000000001,83.33333333333333,108.33333333333333,0.013962276808130985
18158,1.5,396.0,0.03,0.06,0.12000000000000001,94.44444444444444,66.1111111111111,31.349107299786432
18159,1.5,396.0,0.03,0.06,0.12000000000000001,94.44444444444444,75.55555555555554,22.35915883533159
18160,1.5,396.0,0.03,0.06,0.12000000000000001,94.44444444444444,85.0,13.33707535624187
18161,1.5,396.0,0.03,0.06,0.12000000000000001,94.44444444444444,94.44444444444444,5.695717259559885
18162,1.5,396.0,0.03,0.06,0.12000000000000001,94.44444444444444,103.8888888888889,1.438263514792277
18163,1.5,396.0,0.03,0.06,0.12000000000000001,94.44444444444444,113.33333333333334,0.2126983234378045
18164,1.5,396.0,0.03,0.06,0.12000000000000001,94.44444444444444,122.77777777777779,0.01780649410266011
18165,1.5,396.0,0.03,0.06,0.12000000000000001,105.55555555555556,73.88888888888889,34.83614792167092
18166,1.5,396.0,0.03,0.06,0.12000000000000001,105.55555555555556,84.44444444444444,25.03392140543805
18167,1.5,396.0,0.03,0.06,0.12000000000000001,105.55555555555556,95.0,15.013672731106698
18168,1.5,396.0,0.03,0.06,0.12000000000000001,105.55555555555556,105.55555555555556,6.285887753285192
18169,1.5,396.0,0.03,0.06,0.12000000000000001,105.55555555555556,116.11111111111113,1.6581483085376187
18170,1.5,396.0,0.03,0.06,0.12000000000000001,105.55555555555556,126.66666666666669,0.2680373298511223
18171,1.5,396.0,0.03,0.06,0.12000000000000001,105.55555555555556,137.22222222222223,0.022940887258490826
18172,1.5,396.0,0.03,0.06,0.12000000000000001,116.66666666666666,81.66666666666666,38.642450244082646
18173,1.5,396.0,0.03,0.06,0.12000000000000001,116.66666666666666,93.33333333333331,27.46287891535683
18174,1.5,396.0,0.03,0.06,0.12000000000000001,116.66666666666666,105.0,16.357145782379757
18175,1.5,396.0,0.03,0.06,0.12000000000000001,116.66666666666666,116.66666666666666,7.0156695842823
18176,1.5,396.0,0.03,0.06,0.12000000000000001,116.66666666666666,128.33333333333334,1.7724981878954158
18177,1.5,396.0,0.03,0.06,0.12000000000000001,116.66666666666666,140.0,0.29663537960681047
18178,1.5,396.0,0.03,0.06,0.12000000000000001,116.66666666666666,151.66666666666666,0.01962262373335844
18179,1.5,396.0,0.03,0.06,0.12000000000000001,127.77777777777777,89.44444444444443,42.265122580041755
18180,1.5,396.0,0.03,0.06,0.12000000000000001,127.77777777777777,102.22222222222221,29.86028478432593
18181,1.5,396.0,0.03,0.06,0.12000000000000001,127.77777777777777,115.0,18.089200086947116
18182,1.5,396.0,0.03,0.06,0.12000000000000001,127.77777777777777,127.77777777777777,7.626514970281014
18183,1.5,396.0,0.03,0.06,0.12000000000000001,127.77777777777777,140.55555555555557,2.030757470707314
18184,1.5,396.0,0.03,0.06,0.12000000000000001,127.77777777777777,153.33333333333334,0.3037225607916081
18185,1.5,396.0,0.03,0.06,0.12000000000000001,127.77777777777777,166.11111111111111,0.0177595899192509
18186,1.5,396.0,0.03,0.06,0.12000000000000001,138.88888888888889,97.22222222222221,46.22142595525745
18187,1.5,396.0,0.03,0.06,0.12000000000000001,138.88888888888889,111.1111111111111,32.81896427122216
18188,1.5,396.0,0.03,0.06,0.12000000000000001,138.88888888888889,125.0,19.682178967651982
18189,1.5,396.0,0.03,0.06,0.12000000000000001,138.88888888888889,138.88888888888889,8.45463590946674
18190,1.5,396.0,0.03,0.06,0.12000000000000001,138.88888888888889,152.7777777777778,2.05745401172985
18191,1.5,396.0,0.03,0.06,0.12000000000000001,138.88888888888889,166.66666666666669,0.30102023553576424
18192,1.5,396.0,0.03,0.06,0.12000000000000001,138.88888888888889,180.55555555555557,0.02617805876079775
18193,1.5,396.0,0.03,0.06,0.12000000000000001,150.0,105.0,49.68150945988843
18194,1.5,396.0,0.03,0.06,0.12000000000000001,150.0,119.99999999999999,35.25909383526411
18195,1.5,396.0,0.03,0.06,0.12000000000000001,150.0,135.0,21.270263081824293
18196,1.5,396.0,0.03,0.06,0.12000000000000001,150.0,150.0,9.022347057112825
