,T,r,mu,sigma,S0,K,Price
13631,1.0,0.06,0.12,0.19,127.77777777777777,115.0,20.113384065134813
13632,1.0,0.06,0.12,0.19,127.77777777777777,127.77777777777777,10.156820554977747
13633,1.0,0.06,0.12,0.19,127.77777777777777,140.55555555555557,3.8893170518700257
13634,1.0,0.06,0.12,0.19,127.77777777777777,153.33333333333334,1.118496308092527
13635,1.0,0.06,0.12,0.19,127.77777777777777,166.11111111111111,0.23847605961840776
13636,1.0,0.06,0.12,0.19,138.88888888888889,97.22222222222221,47.52696408859152
13637,1.0,0.06,0.12,0.19,138.88888888888889,111.1111111111111,34.352661318242504
13638,1.0,0.06,0.12,0.19,138.88888888888889,125.0,21.518099189744547
13639,1.0,0.06,0.12,0.19,138.88888888888889,138.88888888888889,10.93277165074867
13640,1.0,0.06,0.12,0.19,138.88888888888889,152.7777777777778,4.1195893270769846
13641,1.0,0.06,0.12,0.19,138.88888888888889,166.66666666666669,1.1187875051058043
13642,1.0,0.06,0.12,0.19,138.88888888888889,180.55555555555557,0.25732814588118985
13643,1.0,0.06,0.12,0.19,150.0,105.0,51.31121070945381
13644,1.0,0.06,0.12,0.19,150.0,119.99999999999999,37.30353979361229
13645,1.0,0.06,0.12,0.19,150.0,135.0,23.4688013254859
13646,1.0,0.06,0.12,0.19,150.0,150.0,11.620862162691246
13647,1.0,0.06,0.12,0.19,150.0,165.0,4.375672692692357
13648,1.0,0.06,0.12,0.19,150.0,180.00000000000003,1.3184276456690556
13649,1.0,0.06,0.12,0.19,150.0,195.0,0.31655936007331453
13650,1.0,0.06,0.12,0.26,50.0,35.0,17.012108743352147
13651,1.0,0.06,0.12,0.26,50.0,40.0,12.520575658939318
13652,1.0,0.06,0.12,0.26,50.0,45.0,8.120775151212017
13653,1.0,0.06,0.12,0.26,50.0,50.0,4.744293069111199
13654,1.0,0.06,0.12,0.26,50.0,55.00000000000001,2.3025795135934852
13655,1.0,0.06,0.12,0.26,50.0,60.00000000000001,0.9799954269313865
13656,1.0,0.06,0.12,0.26,50.0,65.0,0.3935260391659153
13657,1.0,0.06,0.12,0.26,61.111111111111114,42.77777777777778,20.889731332890822
13658,1.0,0.06,0.12,0.26,61.111111111111114,48.888888888888886,15.307330853467954
13659,1.0,0.06,0.12,0.26,61.111111111111114,55.00000000000001,9.965069831792139
13660,1.0,0.06,0.12,0.26,61.111111111111114,61.111111111111114,5.528997332323824
13661,1.0,0.06,0.12,0.26,61.111111111111114,67.22222222222223,2.799267768273712
13662,1.0,0.06,0.12,0.26,61.111111111111114,73.33333333333334,1.2619307830358004
13663,1.0,0.06,0.12,0.26,61.111111111111114,79.44444444444446,0.4766833088880972
13664,1.0,0.06,0.12,0.26,72.22222222222223,50.55555555555556,24.707476589154652
13665,1.0,0.06,0.12,0.26,72.22222222222223,57.77777777777778,17.941629492311076
13666,1.0,0.06,0.12,0.26,72.22222222222223,65.00000000000001,11.664414793159906
13667,1.0,0.06,0.12,0.26,72.22222222222223,72.22222222222223,6.702066052881227
13668,1.0,0.06,0.12,0.26,72.22222222222223,79.44444444444446,3.3496191862277134
13669,1.0,0.06,0.12,0.26,72.22222222222223,86.66666666666669,1.340988864920586
13670,1.0,0.06,0.12,0.26,72.22222222222223,93.8888888888889,0.5771418383417706
13671,1.0,0.06,0.12,0.26,83.33333333333333,58.33333333333333,28.27687611576046
13672,1.0,0.06,0.12,0.26,83.33333333333333,66.66666666666666,20.617560948128514
13673,1.0,0.06,0.12,0.26,83.33333333333333,75.0,13.343333048657565
13674,1.0,0.06,0.12,0.26,83.33333333333333,83.33333333333333,7.7090721529959945
13675,1.0,0.06,0.12,0.26,83.33333333333333,91.66666666666667,3.8758626663813347
13676,1.0,0.06,0.12,0.26,83.33333333333333,100.00000000000001,1.6169958498687669
13677,1.0,0.06,0.12,0.26,83.33333333333333,108.33333333333333,0.6356824088623384
13678,1.0,0.06,0.12,0.26,94.44444444444444,66.1111111111111,32.485560065110086
13679,1.0,0.06,0.12,0.26,94.44444444444444,75.55555555555554,23.47290250126991
13680,1.0,0.06,0.12,0.26,94.44444444444444,85.0,15.242528157334709
13681,1.0,0.06,0.12,0.26,94.44444444444444,94.44444444444444,8.635548305212225
13682,1.0,0.06,0.12,0.26,94.44444444444444,103.8888888888889,4.38214690461397
13683,1.0,0.06,0.12,0.26,94.44444444444444,113.33333333333334,1.9246058242397521
13684,1.0,0.06,0.12,0.26,94.44444444444444,122.77777777777779,0.6804534546369535
13685,1.0,0.06,0.12,0.26,105.55555555555556,73.88888888888889,36.08596887271436
13686,1.0,0.06,0.12,0.26,105.55555555555556,84.44444444444444,26.154575279168416
13687,1.0,0.06,0.12,0.26,105.55555555555556,95.0,16.89222344555572
13688,1.0,0.06,0.12,0.26,105.55555555555556,105.55555555555556,9.766795490572669
13689,1.0,0.06,0.12,0.26,105.55555555555556,116.11111111111113,4.767122014972524
13690,1.0,0.06,0.12,0.26,105.55555555555556,126.66666666666669,2.1362012253387648
13691,1.0,0.06,0.12,0.26,105.55555555555556,137.22222222222223,0.8057733750496544
13692,1.0,0.06,0.12,0.26,116.66666666666666,81.66666666666666,39.79947380492145
13693,1.0,0.06,0.12,0.26,116.66666666666666,93.33333333333331,29.110293493622006
13694,1.0,0.06,0.12,0.26,116.66666666666666,105.0,19.10230481947625
13695,1.0,0.06,0.12,0.26,116.66666666666666,116.66666666666666,10.793996330762639
13696,1.0,0.06,0.12,0.26,116.66666666666666,128.33333333333334,5.308976356195795
13697,1.0,0.06,0.12,0.26,116.66666666666666,140.0,2.318118028280864
13698,1.0,0.06,0.12,0.26,116.66666666666666,151.66666666666666,0.9345042559031518
13699,1.0,0.06,0.12,0.26,127.77777777777777,89.44444444444443,43.794713838984975
13700,1.0,0.06,0.12,0.26,127.77777777777777,102.22222222222221,31.669244755147233
13701,1.0,0.06,0.12,0.26,127.77777777777777,115.0,20.824823500499825
13702,1.0,0.06,0.12,0.26,127.77777777777777,127.77777777777777,11.627504205772295
13703,1.0,0.06,0.12,0.26,127.77777777777777,140.55555555555557,5.861873403326577
13704,1.0,0.06,0.12,0.26,127.77777777777777,153.33333333333334,2.5748102609578547
13705,1.0,0.06,0.12,0.26,127.77777777777777,166.11111111111111,0.9772615526082565
13706,1.0,0.06,0.12,0.26,138.88888888888889,97.22222222222221,47.306048847958046
13707,1.0,0.06,0.12,0.26,138.88888888888889,111.1111111111111,34.33350952534025
13708,1.0,0.06,0.12,0.26,138.88888888888889,125.0,22.541450537030222
13709,1.0,0.06,0.12,0.26,138.88888888888889,138.88888888888889,12.987901934353507
13710,1.0,0.06,0.12,0.26,138.88888888888889,152.7777777777778,6.455834671827006
13711,1.0,0.06,0.12,0.26,138.88888888888889,166.66666666666669,2.61573640812872
13712,1.0,0.06,0.12,0.26,138.88888888888889,180.55555555555557,1.092234765382717
13713,1.0,0.06,0.12,0.26,150.0,105.0,51.105342441848485
13714,1.0,0.06,0.12,0.26,150.0,119.99999999999999,37.290670437863525
13715,1.0,0.06,0.12,0.26,150.0,135.0,24.362689683803872
13716,1.0,0.06,0.12,0.26,150.0,150.0,13.91548438909311
13717,1.0,0.06,0.12,0.26,150.0,165.0,6.865346951239106
13718,1.0,0.06,0.12,0.26,150.0,180.00000000000003,3.1101039947220723
13719,1.0,0.06,0.12,0.26,150.0,195.0,1.205253463429813
13720,1.0,0.06,0.12,0.33,50.0,35.0,17.111723559015036
13721,1.0,0.06,0.12,0.33,50.0,40.0,12.615757714109078
13722,1.0,0.06,0.12,0.33,50.0,45.0,8.524811545797618
13723,1.0,0.06,0.12,0.33,50.0,50.0,5.255992459853227
13724,1.0,0.06,0.12,0.33,50.0,55.00000000000001,3.025006147466745
13725,1.0,0.06,0.12,0.33,50.0,60.00000000000001,1.800611582271999
13726,1.0,0.06,0.12,0.33,50.0,65.0,0.867866164317155
13727,1.0,0.06,0.12,0.33,61.111111111111114,42.77777777777778,20.821423944954248
13728,1.0,0.06,0.12,0.33,61.111111111111114,48.888888888888886,15.349355604303547
13729,1.0,0.06,0.12,0.33,61.111111111111114,55.00000000000001,10.623846976452826
13730,1.0,0.06,0.12,0.33,61.111111111111114,61.111111111111114,6.7268463039768385
13731,1.0,0.06,0.12,0.33,61.111111111111114,67.22222222222223,3.877163019422828
13732,1.0,0.06,0.12,0.33,61.111111111111114,73.33333333333334,2.0337642506035025
13733,1.0,0.06,0.12,0.33,61.111111111111114,79.44444444444446,1.1049804762184627
13734,1.0,0.06,0.12,0.33,72.22222222222223,50.55555555555556,24.80954349825146
13735,1.0,0.06,0.12,0.33,72.22222222222223,57.77777777777778,18.277788734611196
13736,1.0,0.06,0.12,0.33,72.22222222222223,65.00000000000001,12.226206281677637
13737,1.0,0.06,0.12,0.33,72.22222222222223,72.22222222222223,7.685084016914744
13738,1.0,0.06,0.12,0.33,72.22222222222223,79.44444444444446,4.517539223976352
13739,1.0,0.06,0.12,0.33,72.22222222222223,86.66666666666669,2.4232455610755963
13740,1.0,0.06,0.12,0.33,72.22222222222223,93.8888888888889,1.2291838233466492
13741,1.0,0.06,0.12,0.33,83.33333333333333,58.33333333333333,28.396050586054713
13742,1.0,0.06,0.12,0.33,83.33333333333333,66.66666666666666,20.946171672806695
13743,1.0,0.06,0.12,0.33,83.33333333333333,75.0,14.259663394656046
13744,1.0,0.06,0.12,0.33,83.33333333333333,83.33333333333333,8.851515267718748
13745,1.0,0.06,0.12,0.33,83.33333333333333,91.66666666666667,5.30095592570753
13746,1.0,0.06,0.12,0.33,83.33333333333333,100.00000000000001,2.764258668571467
13747,1.0,0.06,0.12,0.33,83.33333333333333,108.33333333333333,1.4057533134155817
13748,1.0,0.06,0.12,0.33,94.44444444444444,66.1111111111111,32.00758050126504
13749,1.0,0.06,0.12,0.33,94.44444444444444,75.55555555555554,23.842678808154606
13750,1.0,0.06,0.12,0.33,94.44444444444444,85.0,16.23580672348715
13751,1.0,0.06,0.12,0.33,94.44444444444444,94.44444444444444,10.04550733259225
13752,1.0,0.06,0.12,0.33,94.44444444444444,103.8888888888889,5.89562747556998
13753,1.0,0.06,0.12,0.33,94.44444444444444,113.33333333333334,3.2135134230273517
13754,1.0,0.06,0.12,0.33,94.44444444444444,122.77777777777779,1.5242495723328482
13755,1.0,0.06,0.12,0.33,105.55555555555556,73.88888888888889,36.02016112850344
13756,1.0,0.06,0.12,0.33,105.55555555555556,84.44444444444444,26.49741484514349
13757,1.0,0.06,0.12,0.33,105.55555555555556,95.0,18.012126495581125
13758,1.0,0.06,0.12,0.33,105.55555555555556,105.55555555555556,11.549638036864078
13759,1.0,0.06,0.12,0.33,105.55555555555556,116.11111111111113,6.494835723312355
13760,1.0,0.06,0.12,0.33,105.55555555555556,126.66666666666669,3.584282973402182
13761,1.0,0.06,0.12,0.33,105.55555555555556,137.22222222222223,1.6515120478308372
13762,1.0,0.06,0.12,0.33,116.66666666666666,81.66666666666666,40.11675921657338
13763,1.0,0.06,0.12,0.33,116.66666666666666,93.33333333333331,29.433601912891685
13764,1.0,0.06,0.12,0.33,116.66666666666666,105.0,19.916076972979
13765,1.0,0.06,0.12,0.33,116.66666666666666,116.66666666666666,12.600410769103046
13766,1.0,0.06,0.12,0.33,116.66666666666666,128.33333333333334,7.398583271476882
13767,1.0,0.06,0.12,0.33,116.66666666666666,140.0,3.8525142869482734
13768,1.0,0.06,0.12,0.33,116.66666666666666,151.66666666666666,2.0352590442174834
13769,1.0,0.06,0.12,0.33,127.77777777777777,89.44444444444443,43.74785812614562
13770,1.0,0.06,0.12,0.33,127.77777777777777,102.22222222222221,31.984819092417297
13771,1.0,0.06,0.12,0.33,127.77777777777777,115.0,21.935411677888744
13772,1.0,0.06,0.12,0.33,127.77777777777777,127.77777777777777,13.643211565360822
13773,1.0,0.06,0.12,0.33,127.77777777777777,140.55555555555557,7.795413221814958
13774,1.0,0.06,0.12,0.33,127.77777777777777,153.33333333333334,4.24392493943063
13775,1.0,0.06,0.12,0.33,127.77777777777777,166.11111111111111,2.1240847960690825
13776,1.0,0.06,0.12,0.33,138.88888888888889,97.22222222222221,47.325295888582396
13777,1.0,0.06,0.12,0.33,138.88888888888889,111.1111111111111,35.476089833808096
13778,1.0,0.06,0.12,0.33,138.88888888888889,125.0,23.813818491863657
13779,1.0,0.06,0.12,0.33,138.88888888888889,138.88888888888889,14.661186343144642
13780,1.0,0.06,0.12,0.33,138.88888888888889,152.7777777777778,8.439986829634595
13781,1.0,0.06,0.12,0.33,138.88888888888889,166.66666666666669,4.649680566504363
13782,1.0,0.06,0.12,0.33,138.88888888888889,180.55555555555557,2.409699479233065
13783,1.0,0.06,0.12,0.33,150.0,105.0,51.44691467184164
13784,1.0,0.06,0.12,0.33,150.0,119.99999999999999,37.83373034915859
13785,1.0,0.06,0.12,0.33,150.0,135.0,25.56729458147774
13786,1.0,0.06,0.12,0.33,150.0,150.0,16.455989546633482
13787,1.0,0.06,0.12,0.33,150.0,165.0,9.629950102243154
13788,1.0,0.06,0.12,0.33,150.0,180.00000000000003,5.113891903421415
13789,1.0,0.06,0.12,0.33,150.0,195.0,2.5808193609809678
13790,1.0,0.06,0.12,0.4,50.0,35.0,17.05835523342368
13791,1.0,0.06,0.12,0.4,50.0,40.0,12.919227943225527
13792,1.0,0.06,0.12,0.4,50.0,45.0,9.163583412990453
13793,1.0,0.06,0.12,0.4,50.0,50.0,5.952742001977078
13794,1.0,0.06,0.12,0.4,50.0,55.00000000000001,3.966040155420332
13795,1.0,0.06,0.12,0.4,50.0,60.00000000000001,2.435189446309925
13796,1.0,0.06,0.12,0.4,50.0,65.0,1.4027272594593816
13797,1.0,0.06,0.12,0.4,61.111111111111114,42.77777777777778,21.062876713378767
13798,1.0,0.06,0.12,0.4,61.111111111111114,48.888888888888886,15.830940615535951
13799,1.0,0.06,0.12,0.4,61.111111111111114,55.00000000000001,11.05516712752037
13800,1.0,0.06,0.12,0.4,61.111111111111114,61.111111111111114,7.538766620126313
13801,1.0,0.06,0.12,0.4,61.111111111111114,67.22222222222223,4.82574059479221
13802,1.0,0.06,0.12,0.4,61.111111111111114,73.33333333333334,2.978477086900456
13803,1.0,0.06,0.12,0.4,61.111111111111114,79.44444444444446,1.794253894580009
13804,1.0,0.06,0.12,0.4,72.22222222222223,50.55555555555556,24.889167161473555
13805,1.0,0.06,0.12,0.4,72.22222222222223,57.77777777777778,18.264377692289578
13806,1.0,0.06,0.12,0.4,72.22222222222223,65.00000000000001,13.195620423234942
13807,1.0,0.06,0.12,0.4,72.22222222222223,72.22222222222223,9.033205898179464
13808,1.0,0.06,0.12,0.4,72.22222222222223,79.44444444444446,5.719768321219741
13809,1.0,0.06,0.12,0.4,72.22222222222223,86.66666666666669,3.6167325016395906
13810,1.0,0.06,0.12,0.4,72.22222222222223,93.8888888888889,1.956192338930008
13811,1.0,0.06,0.12,0.4,83.33333333333333,58.33333333333333,28.942040845639156
13812,1.0,0.06,0.12,0.4,83.33333333333333,66.66666666666666,21.74435182638035
13813,1.0,0.06,0.12,0.4,83.33333333333333,75.0,15.212685570324561
13814,1.0,0.06,0.12,0.4,83.33333333333333,83.33333333333333,10.042248506314694
13815,1.0,0.06,0.12,0.4,83.33333333333333,91.66666666666667,6.678088320548972
13816,1.0,0.06,0.12,0.4,83.33333333333333,100.00000000000001,4.158215923169998
13817,1.0,0.06,0.12,0.4,83.33333333333333,108.33333333333333,2.425068172471037
13818,1.0,0.06,0.12,0.4,94.44444444444444,66.1111111111111,32.3196887411681
13819,1.0,0.06,0.12,0.4,94.44444444444444,75.55555555555554,24.297078652317282
13820,1.0,0.06,0.12,0.4,94.44444444444444,85.0,17.085384621392933
13821,1.0,0.06,0.12,0.4,94.44444444444444,94.44444444444444,11.731062819141696
13822,1.0,0.06,0.12,0.4,94.44444444444444,103.8888888888889,7.542744278803919
13823,1.0,0.06,0.12,0.4,94.44444444444444,113.33333333333334,4.61274865399054
13824,1.0,0.06,0.12,0.4,94.44444444444444,122.77777777777779,2.826312227054624
13825,1.0,0.06,0.12,0.4,105.55555555555556,73.88888888888889,36.332364048749426
13826,1.0,0.06,0.12,0.4,105.55555555555556,84.44444444444444,27.166452860664887
13827,1.0,0.06,0.12,0.4,105.55555555555556,95.0,19.591947518410468
13828,1.0,0.06,0.12,0.4,105.55555555555556,105.55555555555556,13.15548602420943
13829,1.0,0.06,0.12,0.4,105.55555555555556,116.11111111111113,7.950325540306418
13830,1.0,0.06,0.12,0.4,105.55555555555556,126.66666666666669,5.261457690769327
13831,1.0,0.06,0.12,0.4,105.55555555555556,137.22222222222223,3.094308286579522
13832,1.0,0.06,0.12,0.4,116.66666666666666,81.66666666666666,39.99795961627586
13833,1.0,0.06,0.12,0.4,116.66666666666666,93.33333333333331,30.004309505978213
13834,1.0,0.06,0.12,0.4,116.66666666666666,105.0,21.540729486926278
13835,1.0,0.06,0.12,0.4,116.66666666666666,116.66666666666666,14.211286874451593
13836,1.0,0.06,0.12,0.4,116.66666666666666,128.33333333333334,9.419424481063041
13837,1.0,0.06,0.12,0.4,116.66666666666666,140.0,5.614262645659904
13838,1.0,0.06,0.12,0.4,116.66666666666666,151.66666666666666,3.3588894497016444
13839,1.0,0.06,0.12,0.4,127.77777777777777,89.44444444444443,44.1042664545483
13840,1.0,0.06,0.12,0.4,127.77777777777777,102.22222222222221,33.0790826520718
13841,1.0,0.06,0.12,0.4,127.77777777777777,115.0,22.563189289953907
13842,1.0,0.06,0.12,0.4,127.77777777777777,127.77777777777777,15.898809602660018
13843,1.0,0.06,0.12,0.4,127.77777777777777,140.55555555555557,10.11825532225328
13844,1.0,0.06,0.12,0.4,127.77777777777777,153.33333333333334,6.469245869120468
13845,1.0,0.06,0.12,0.4,127.77777777777777,166.11111111111111,3.849165409282123
13846,1.0,0.06,0.12,0.4,138.88888888888889,97.22222222222221,48.421524808581246
13847,1.0,0.06,0.12,0.4,138.88888888888889,111.1111111111111,35.5544670684849
13848,1.0,0.06,0.12,0.4,138.88888888888889,125.0,25.111388492544062
13849,1.0,0.06,0.12,0.4,138.88888888888889,138.88888888888889,17.478292760128358
13850,1.0,0.06,0.12,0.4,138.88888888888889,152.7777777777778,10.894534184207508
13851,1.0,0.06,0.12,0.4,138.88888888888889,166.66666666666669,6.858917204405735
13852,1.0,0.06,0.12,0.4,138.88888888888889,180.55555555555557,4.095218911293493
13853,1.0,0.06,0.12,0.4,150.0,105.0,51.791327554608955
13854,1.0,0.06,0.12,0.4,150.0,119.99999999999999,38.886018903599464
13855,1.0,0.06,0.12,0.4,150.0,135.0,27.322423826266853
13856,1.0,0.06,0.12,0.4,150.0,150.0,18.60131235523327
13857,1.0,0.06,0.12,0.4,150.0,165.0,11.900443806232632
13858,1.0,0.06,0.12,0.4,150.0,180.00000000000003,7.327665087569332
13859,1.0,0.06,0.12,0.4,150.0,195.0,4.495098603095555
13860,1.0,0.06,0.18,0.05,50.0,35.0,18.640536931661742
13861,1.0,0.06,0.18,0.05,50.0,40.0,13.941634569179442
13862,1.0,0.06,0.18,0.05,50.0,45.0,9.202849105157311
13863,1.0,0.06,0.18,0.05,50.0,50.0,4.502052943184455
13864,1.0,0.06,0.18,0.05,50.0,55.00000000000001,0.5109289026309421
13865,1.0,0.06,0.18,0.05,50.0,60.00000000000001,0.00015372341217640038
13866,1.0,0.06,0.18,0.05,50.0,65.0,0.0
13867,1.0,0.06,0.18,0.05,61.111111111111114,42.77777777777778,22.78004251685823
13868,1.0,0.06,0.18,0.05,61.111111111111114,48.888888888888886,17.05007186233282
13869,1.0,0.06,0.18,0.05,61.111111111111114,55.00000000000001,11.248298651343303
13870,1.0,0.06,0.18,0.05,61.111111111111114,61.111111111111114,5.525509835980898
13871,1.0,0.06,0.18,0.05,61.111111111111114,67.22222222222223,0.6197845647438563
13872,1.0,0.06,0.18,0.05,61.111111111111114,73.33333333333334,0.0008659689165316011
13873,1.0,0.06,0.18,0.05,61.111111111111114,79.44444444444446,0.0
13874,1.0,0.06,0.18,0.05,72.22222222222223,50.55555555555556,26.912684817349955
13875,1.0,0.06,0.18,0.05,72.22222222222223,57.77777777777778,20.131873116959515
13876,1.0,0.06,0.18,0.05,72.22222222222223,65.00000000000001,13.301259029550785
13877,1.0,0.06,0.18,0.05,72.22222222222223,72.22222222222223,6.506429683505391
13878,1.0,0.06,0.18,0.05,72.22222222222223,79.44444444444446,0.7342031283237624
13879,1.0,0.06,0.18,0.05,72.22222222222223,86.66666666666669,0.0009194192231623559
13880,1.0,0.06,0.18,0.05,72.22222222222223,93.8888888888889,0.0
13881,1.0,0.06,0.18,0.05,83.33333333333333,58.33333333333333,31.09695062896445
13882,1.0,0.06,0.18,0.05,83.33333333333333,66.66666666666666,23.206288973323385
13883,1.0,0.06,0.18,0.05,83.33333333333333,75.0,15.385751612726857
13884,1.0,0.06,0.18,0.05,83.33333333333333,83.33333333333333,7.528980062534152
13885,1.0,0.06,0.18,0.05,83.33333333333333,91.66666666666667,0.8707088652916779
13886,1.0,0.06,0.18,0.05,83.33333333333333,100.00000000000001,0.0006106146997631859
13887,1.0,0.06,0.18,0.05,83.33333333333333,108.33333333333333,0.0
13888,1.0,0.06,0.18,0.05,94.44444444444444,66.1111111111111,35.23531569917464
13889,1.0,0.06,0.18,0.05,94.44444444444444,75.55555555555554,26.30642908997191
13890,1.0,0.06,0.18,0.05,94.44444444444444,85.0,17.44032880990552
13891,1.0,0.06,0.18,0.05,94.44444444444444,94.44444444444444,8.560887737702966
13892,1.0,0.06,0.18,0.05,94.44444444444444,103.8888888888889,0.9673014332533879
13893,1.0,0.06,0.18,0.05,94.44444444444444,113.33333333333334,0.0011226600271203714
13894,1.0,0.06,0.18,0.05,94.44444444444444,122.77777777777779,0.0
13895,1.0,0.06,0.18,0.05,105.55555555555556,73.88888888888889,39.387303692153466
13896,1.0,0.06,0.18,0.05,105.55555555555556,84.44444444444444,29.420156377664814
13897,1.0,0.06,0.18,0.05,105.55555555555556,95.0,19.44851571267038
13898,1.0,0.06,0.18,0.05,105.55555555555556,105.55555555555556,9.488571425918586
13899,1.0,0.06,0.18,0.05,105.55555555555556,116.11111111111113,1.0602923771777266
13900,1.0,0.06,0.18,0.05,105.55555555555556,126.66666666666669,0.00025306942785080196
13901,1.0,0.06,0.18,0.05,105.55555555555556,137.22222222222223,0.0
13902,1.0,0.06,0.18,0.05,116.66666666666666,81.66666666666666,43.46469346887258
13903,1.0,0.06,0.18,0.05,116.66666666666666,93.33333333333331,32.53076330265826
13904,1.0,0.06,0.18,0.05,116.66666666666666,105.0,21.479176043942733
13905,1.0,0.06,0.18,0.05,116.66666666666666,116.66666666666666,10.506162402951498
13906,1.0,0.06,0.18,0.05,116.66666666666666,128.33333333333334,1.183602886430757
13907,1.0,0.06,0.18,0.05,116.66666666666666,140.0,0.0005695139565277574
13908,1.0,0.06,0.18,0.05,116.66666666666666,151.66666666666666,0.0
13909,1.0,0.06,0.18,0.05,127.77777777777777,89.44444444444443,47.629898405108115
13910,1.0,0.06,0.18,0.05,127.77777777777777,102.22222222222221,35.53260683913541
13911,1.0,0.06,0.18,0.05,127.77777777777777,115.0,23.54954570559344
13912,1.0,0.06,0.18,0.05,127.77777777777777,127.77777777777777,11.56158416905973
13913,1.0,0.06,0.18,0.05,127.77777777777777,140.55555555555557,1.2787313595897438
13914,1.0,0.06,0.18,0.05,127.77777777777777,153.33333333333334,0.0016571549635866528
13915,1.0,0.06,0.18,0.05,127.77777777777777,166.11111111111111,0.0
13916,1.0,0.06,0.18,0.05,138.88888888888889,97.22222222222221,51.81214652826183
13917,1.0,0.06,0.18,0.05,138.88888888888889,111.1111111111111,38.673491419445234
13918,1.0,0.06,0.18,0.05,138.88888888888889,125.0,25.60406581118338
13919,1.0,0.06,0.18,0.05,138.88888888888889,138.88888888888889,12.507243604123197
13920,1.0,0.06,0.18,0.05,138.88888888888889,152.7777777777778,1.446877915822996
13921,1.0,0.06,0.18,0.05,138.88888888888889,166.66666666666669,0.001304053695910795
13922,1.0,0.06,0.18,0.05,138.88888888888889,180.55555555555557,0.0
13923,1.0,0.06,0.18,0.05,150.0,105.0,55.927770776082575
13924,1.0,0.06,0.18,0.05,150.0,119.99999999999999,41.75847771617079
13925,1.0,0.06,0.18,0.05,150.0,135.0,27.60227731446552
13926,1.0,0.06,0.18,0.05,150.0,150.0,13.519903470823536
13927,1.0,0.06,0.18,0.05,150.0,165.0,1.532654063082329
13928,1.0,0.06,0.18,0.05,150.0,180.00000000000003,0.0022784520599873023
13929,1.0,0.06,0.18,0.05,150.0,195.0,0.0
13930,1.0,0.06,0.18,0.12000000000000001,50.0,35.0,18.640469351294065
13931,1.0,0.06,0.18,0.12000000000000001,50.0,40.0,13.95280972919736
13932,1.0,0.06,0.18,0.12000000000000001,50.0,45.0,9.255389348140568
13933,1.0,0.06,0.18,0.12000000000000001,50.0,50.0,4.629375965407585
13934,1.0,0.06,0.18,0.12000000000000001,50.0,55.00000000000001,1.3726415791087037
13935,1.0,0.06,0.18,0.12000000000000001,50.0,60.00000000000001,0.18568416341099905
13936,1.0,0.06,0.18,0.12000000000000001,50.0,65.0,0.013769718048960105
13937,1.0,0.06,0.18,0.12000000000000001,61.111111111111114,42.77777777777778,22.760169121241294
13938,1.0,0.06,0.18,0.12000000000000001,61.111111111111114,48.888888888888886,17.013610709069027
13939,1.0,0.06,0.18,0.12000000000000001,61.111111111111114,55.00000000000001,11.247668554672002
13940,1.0,0.06,0.18,0.12000000000000001,61.111111111111114,61.111111111111114,5.732806303870247
13941,1.0,0.06,0.18,0.12000000000000001,61.111111111111114,67.22222222222223,1.6490991001657291
13942,1.0,0.06,0.18,0.12000000000000001,61.111111111111114,73.33333333333334,0.23515778419380584
13943,1.0,0.06,0.18,0.12000000000000001,61.111111111111114,79.44444444444446,0.016034166136617976
